terrain_reference_id,dram_total_layers,dram_active_layers,bs,temperature_C,raw_stps
terrain-004704,4,4,1024,42.146,65.0242
terrain-004705,4,4,1024,42.329,90.4894
terrain-004706,4,4,1024,81.127,5586.65
terrain-004707,4,4,1024,42.047,52.638
terrain-004708,4,4,1024,59.253,1319.08
terrain-004709,4,4,1024,42.1,52.7056
terrain-004710,4,4,1024,42.181,65.9411
terrain-004711,4,4,1024,42.054,61.18
terrain-004712,4,4,1024,76.479,32193.5
terrain-004713,4,4,1024,42.112,380.172
terrain-004714,4,4,1024,42.167,383.712
terrain-004715,4,4,1024,80.406,10237.6
terrain-004716,4,4,1024,42.05,97.9048
terrain-004717,4,4,1024,59.002,2279.99
terrain-004718,4,4,1024,42.102,98.1387
terrain-004719,4,4,1024,42.161,114.92
terrain-004720,4,4,1024,42.004,98.529
terrain-004721,4,4,1024,42.06,77.0075
terrain-004722,4,4,1024,42.147,101.224
terrain-004723,4,4,1024,41.94,72.1105
terrain-004724,4,4,1024,41.99,74.5751
terrain-004725,4,4,1024,75.565,40308
terrain-004726,4,4,1024,42.231,553.003
terrain-004727,4,4,1024,82.069,17306.8
terrain-004728,4,4,1024,42.065,142.933
terrain-004729,4,4,1024,42.158,182.768
terrain-004730,4,4,1024,41.967,137.765
terrain-004731,4,4,1024,42.014,142.437
terrain-004732,4,4,1024,41.992,130.317
terrain-004733,4,4,1024,42.042,134.739
terrain-004734,4,4,1024,42.095,135.183
terrain-004735,4,4,1024,77.556,22638.2
terrain-004736,4,4,1024,41.998,228.916
terrain-004737,4,4,1024,42.046,236.594
terrain-004738,4,4,1024,42.097,237.964
terrain-004739,4,4,1024,42.112,236.475
terrain-004740,4,4,1024,80.026,10150.4
terrain-004741,4,4,1024,42.063,100.229
terrain-004742,4,4,1024,59.053,2321.73
terrain-004743,4,4,1024,42.114,100.363
terrain-004744,4,4,1024,42.172,117.368
terrain-004745,4,4,1024,42.017,100.952
terrain-004746,4,4,1024,81.357,16887.8
terrain-004747,4,4,1024,42.082,147.7
terrain-004748,4,4,1024,42.176,189.039
terrain-004749,4,4,1024,41.983,142.548
terrain-004750,4,4,1024,42.031,147.41
terrain-004751,4,4,1024,76.803,21785.7
terrain-004752,4,4,1024,42.028,242.434
terrain-004753,4,4,1024,42.076,250.637
terrain-004754,4,4,1024,42.127,251.476
terrain-004755,4,4,1024,42.169,417.789
terrain-004756,4,4,1024,42.224,420.111
terrain-004757,4,4,4,41.982,1.23028
terrain-004758,4,4,4,42.074,1.19633
terrain-004759,4,4,4,42.131,1.23059
terrain-004760,4,4,4,70.4,123.589
terrain-004761,4,4,4,41.981,1.19606
terrain-004762,4,4,4,42.034,1.2303
terrain-004763,4,4,4,42.028,1.23058
terrain-004764,4,4,4,63.547,282.107
terrain-004765,4,4,4,42.018,3.15132
terrain-004766,4,4,4,60.232,327.754
terrain-004767,4,4,4,61.978,330.956
terrain-004768,4,4,4,71.505,139.838
terrain-004769,4,4,4,42.174,2.50645
terrain-004770,4,4,4,42.234,2.52307
terrain-004771,4,4,4,68.211,207.962
terrain-004772,4,4,4,68.859,216.997
terrain-004773,4,4,4,42.035,2.65787
terrain-004774,4,4,4,42.09,2.67173
terrain-004775,4,4,4,68.626,216.397
terrain-004776,4,4,4,42.024,2.52304
terrain-004777,4,4,4,65.116,284.015
terrain-004778,4,4,4,41.978,2.67163
terrain-004779,4,4,4,72.302,117.352
terrain-004780,4,4,4,42.135,1.69294
terrain-004781,4,4,4,42.193,1.72774
terrain-004782,4,4,4,69.74,158.947
terrain-004783,4,4,4,42.001,1.69265
terrain-004784,4,4,4,42.054,1.72745
terrain-004785,4,4,4,42.049,1.72773
terrain-004786,4,4,4,67.909,201.555
terrain-004787,4,4,4,41.981,1.7274
terrain-004788,4,4,4,61.021,326.163
terrain-004789,4,4,4,71.061,140.079
terrain-004790,4,4,4,42.385,3.1931
terrain-004791,4,4,4,42.44,3.15977
terrain-004792,4,4,4,67.586,209.005
terrain-004793,4,4,4,68.231,218.123
terrain-004794,4,4,4,41.986,2.64122
terrain-004795,4,4,4,42.043,2.653
terrain-004796,4,4,4,67.953,216.981
terrain-004797,4,4,4,42.177,3.15972
terrain-004798,4,4,4,64.267,285.948
terrain-004799,4,4,4,41.931,2.6529
terrain-004800,4,4,4,60.985,333.08
terrain-004801,4,4,4,69.27,185.692
terrain-004802,4,4,4,42.018,2.13613
terrain-004803,4,4,4,42.072,2.16487
terrain-004804,4,4,4,42.066,2.16507
terrain-004805,4,4,4,66.902,245.02
terrain-004806,4,4,4,41.981,2.1648
terrain-004807,4,4,4,72.154,130.39
terrain-004808,4,4,4,42.187,2.13635
terrain-004809,4,4,4,42.246,2.16509
terrain-004810,4,4,4,66.622,204.339
terrain-004811,4,4,4,67.242,213.215
terrain-004812,4,4,4,42.114,3.20015
terrain-004813,4,4,4,42.171,3.1711
terrain-004814,4,4,4,68.314,221.858
terrain-004815,4,4,4,42.149,3.1442
terrain-004816,4,4,4,63.095,277.571
terrain-004817,4,4,4,42.037,3.17096
terrain-004818,4,4,4,59.761,321.71
terrain-004819,4,4,4,65.97,272.039
terrain-004820,4,4,4,41.979,2.47843
terrain-004821,4,4,4,63.069,315.355
terrain-004822,4,4,4,71.964,137.612
terrain-004823,4,4,4,42.225,2.45819
terrain-004824,4,4,4,42.284,2.47873
terrain-004825,4,4,4,68.761,201.281
terrain-004826,4,4,4,69.396,209.935
terrain-004827,4,4,4,42.029,2.45798
terrain-004828,4,4,4,42.083,2.47852
terrain-004829,4,4,4,69.379,211.254
terrain-004830,4,4,4,42.078,2.4787
terrain-004831,4,4,1024,43.132,65.6083
terrain-004832,4,4,1024,82.923,1415.47
terrain-004833,4,4,1024,82.99,771.146
terrain-004834,4,4,1024,43.191,66.002
terrain-004835,4,4,1024,43.863,88.6741
terrain-004836,4,4,1024,83.31,1487.3
terrain-004837,4,4,1024,43.086,63.4743
terrain-004838,4,4,1024,80.319,1353.84
terrain-004839,4,4,1024,42.606,38.5645
terrain-004840,4,4,1024,42.991,52.0604
terrain-004841,4,4,1024,85.336,1522.72
terrain-004842,4,4,1024,42.503,37.1669
terrain-004843,4,4,1024,72.597,1000.41
terrain-004844,4,4,1024,42.551,38.4297
terrain-004845,4,4,1024,75.436,1033.62
terrain-004846,4,4,1024,42.088,314.774
terrain-004847,4,4,1024,80.619,14702.3
terrain-004848,4,4,1024,42.037,119.544
terrain-004849,4,4,1024,42.127,152.009
terrain-004850,4,4,1024,41.939,114.489
terrain-004851,4,4,1024,41.986,118.259
terrain-004852,4,4,1024,41.96,109.297
terrain-004853,4,4,1024,42.008,112.903
terrain-004854,4,4,1024,42.061,114.075
terrain-004855,4,4,1024,79.795,1456.84
terrain-004856,4,4,1024,42.392,55.7252
terrain-004857,4,4,1024,42.75,80.3093
terrain-004858,4,4,1024,79.783,2912.88
terrain-004859,4,4,1024,85.997,2625.91
terrain-004860,4,4,1024,42.339,57.4511
terrain-004861,4,4,1024,67.342,1439.07
terrain-004862,4,4,1024,42.338,55.4442
terrain-004863,4,4,1024,70.69,1577.35
terrain-004864,4,4,1024,80.269,2856.23
terrain-004865,4,4,1024,42.15,40.9366
terrain-004866,4,4,1024,60.972,986.242
terrain-004867,4,4,1024,42.153,38.4298
terrain-004868,4,4,1024,65.466,1173.37
terrain-004869,4,4,1024,42.21,38.5646
terrain-004870,4,4,1024,42.491,59.3151
terrain-004871,4,4,1024,76.394,19039.5
terrain-004872,4,4,1024,41.95,171.113
terrain-004873,4,4,1024,41.996,176.616
terrain-004874,4,4,1024,42.048,179.498
terrain-004875,4,4,1024,42.043,176.55
terrain-004876,4,4,1024,42.098,179.431
terrain-004877,4,4,1024,79.547,5096.76
terrain-004878,4,4,1024,42.093,66.9861
terrain-004879,4,4,1024,79.583,5367.27
terrain-004880,4,4,1024,59.759,1534.52
terrain-004881,4,4,1024,42.14,69.2349
terrain-004882,4,4,1024,61.789,1614.07
terrain-004883,4,4,1024,42.126,59.7098
terrain-004884,4,4,1024,42.297,82.2492
terrain-004885,4,4,1024,80.825,5213.38
terrain-004886,4,4,1024,42.033,48.9403
terrain-004887,4,4,1024,59.065,1214.44
terrain-004888,4,4,1024,42.085,49.159
terrain-004889,4,4,1024,42.168,61.4562
terrain-004890,4,4,1024,42.033,56.1135
terrain-004891,4,4,1024,74.808,25710.4
terrain-004892,4,4,1024,42.019,245.96
terrain-004893,4,4,1024,42.074,251.583
terrain-004894,4,4,1024,42.127,251.438
terrain-004895,4,4,1024,79.611,8941.91
terrain-004896,4,4,1024,42.025,85.8415
terrain-004897,4,4,1024,79.555,9395.16
terrain-004898,4,4,1024,58.648,1982.69
terrain-004899,4,4,1024,42.078,86.5167
terrain-004900,4,4,1024,42.14,101.949
terrain-004901,4,4,1024,41.979,86.0216
terrain-004902,4,4,1024,82.504,9013.82
terrain-004903,4,4,1024,42.042,69.6642
terrain-004904,4,4,1024,42.129,91.0266
terrain-004905,4,4,1024,41.927,65.1746
terrain-004906,4,4,1024,41.975,67.3642
terrain-004907,4,4,1024,79.955,1523.1
terrain-004908,4,4,1024,42.417,58.7092
terrain-004909,4,4,1024,42.797,85.3678
terrain-004910,4,4,1024,79.929,3044.42
terrain-004911,4,4,1024,88.232,2967.53
terrain-004912,4,4,1024,42.369,60.8911
terrain-004913,4,4,1024,68.447,1574.37
terrain-004914,4,4,1024,42.364,58.5492
terrain-004915,4,4,1024,71.706,1693.8
terrain-004916,4,4,1024,80.437,2981.71
terrain-004917,4,4,1024,42.164,42.6537
terrain-004918,4,4,1024,61.307,1047.79
terrain-004919,4,4,1024,42.164,39.8963
terrain-004920,4,4,1024,65.925,1236.39
terrain-004921,4,4,1024,42.22,39.9706
terrain-004922,4,4,1024,42.514,62.0293
terrain-004923,4,4,1024,76.472,21347.5
terrain-004924,4,4,1024,41.973,205.731
terrain-004925,4,4,1024,42.02,212.516
terrain-004926,4,4,1024,42.071,214.639
terrain-004927,4,4,1024,42.077,212.423
terrain-004928,4,4,1024,42.132,214.545
terrain-004929,4,4,1024,79.792,5513.61
terrain-004930,4,4,1024,42.112,71.7097
terrain-004931,4,4,1024,79.763,5658.82
terrain-004932,4,4,1024,60.181,1689.32
terrain-004933,4,4,1024,42.158,74.145
terrain-004934,4,4,1024,62.158,1736.23
terrain-004935,4,4,1024,42.137,63.149
terrain-004936,4,4,1024,42.316,87.5632
terrain-004937,4,4,1024,81.069,5485.09
terrain-004938,4,4,1024,42.04,51.3438
terrain-004939,4,4,1024,59.185,1282.07
terrain-004940,4,4,1024,42.093,51.4668
terrain-004941,4,4,1024,42.176,64.3747
terrain-004942,4,4,1024,42.045,59.3908
terrain-004943,4,4,1024,74.912,29690.5
terrain-004944,4,4,1024,42.062,321.625
terrain-004945,4,4,1024,42.117,326.506
terrain-004946,4,4,1024,42.187,326.266
terrain-004947,4,4,1024,79.922,9781.64
terrain-004948,4,4,1024,42.038,93.5201
terrain-004949,4,4,1024,79.803,10054.8
terrain-004950,4,4,1024,58.813,2170.26
terrain-004951,4,4,1024,42.09,93.9289
terrain-004952,4,4,1024,42.15,110.241
terrain-004953,4,4,1024,41.992,93.9705
terrain-004954,4,4,1024,82.945,9610.32
terrain-004955,4,4,1024,42.051,74.3913
terrain-004956,4,4,1024,42.138,97.579
terrain-004957,4,4,1024,41.933,69.6378
terrain-004958,4,4,1024,41.982,72.0038
terrain-004959,4,4,1024,42.152,441.545
terrain-004960,4,4,1024,81.142,16385.1
terrain-004961,4,4,1024,42.051,134.174
terrain-004962,4,4,1024,81.07,16766.6
terrain-004963,4,4,1024,42.141,171.212
terrain-004964,4,4,1024,41.952,129.014
terrain-004965,4,4,1024,41.999,133.342
terrain-004966,4,4,1024,78.781,13662
terrain-004967,4,4,1024,41.976,122.459
terrain-004968,4,4,1024,42.025,126.573
terrain-004969,4,4,1024,42.077,127.323
terrain-004970,4,4,1024,80.003,5731.9
terrain-004971,4,4,1024,42.124,74.3289
terrain-004972,4,4,1024,79.932,5799.58
terrain-004973,4,4,1024,60.454,1777.3
terrain-004974,4,4,1024,42.171,76.8692
terrain-004975,4,4,1024,62.396,1802.7
terrain-004976,4,4,1024,42.146,65.0205
terrain-004977,4,4,1024,42.329,90.4817
terrain-004978,4,4,1024,80.939,5567.25
terrain-004979,4,4,1024,42.046,52.6354
terrain-004980,4,4,1024,59.222,1317.41
terrain-004981,4,4,1024,42.099,52.7031
terrain-004982,4,4,1024,42.181,65.9369
terrain-004983,4,4,1024,42.053,61.1764
terrain-004984,4,4,1024,75.798,31949.9
terrain-004985,4,4,1024,42.108,380.05
terrain-004986,4,4,1024,42.163,383.592
terrain-004987,4,4,1024,80.228,10210.1
terrain-004988,4,4,1024,42.049,97.8961
terrain-004989,4,4,1024,58.952,2275.13
terrain-004990,4,4,1024,42.101,98.1301
terrain-004991,4,4,1024,42.16,114.907
terrain-004992,4,4,1024,42.003,98.5199
terrain-004993,4,4,1024,42.058,77.0021
terrain-004994,4,4,1024,42.145,101.214
terrain-004995,4,4,1024,41.939,72.1055
terrain-004996,4,4,1024,41.989,74.57
terrain-004997,4,4,1024,74.213,39206.8
terrain-004998,4,4,1024,42.226,552.798
terrain-004999,4,4,1024,81.65,17227.5
terrain-005000,4,4,1024,42.063,142.914
terrain-005001,4,4,1024,42.156,182.737
terrain-005002,4,4,1024,41.965,137.747
terrain-005003,4,4,1024,42.012,142.419
terrain-005004,4,4,1024,41.989,130.301
terrain-005005,4,4,1024,42.039,134.722
terrain-005006,4,4,1024,42.091,135.167
terrain-005007,4,4,1024,76.835,22465.7
terrain-005008,4,4,1024,41.996,228.868
terrain-005009,4,4,1024,42.043,236.544
terrain-005010,4,4,1024,42.095,237.915
terrain-005011,4,4,1024,42.108,236.426
terrain-005012,4,4,1024,79.537,10047.7
terrain-005013,4,4,1024,42.061,100.221
terrain-005014,4,4,1024,59.004,2317.26
terrain-005015,4,4,1024,42.113,100.355
terrain-005016,4,4,1024,42.171,117.356
terrain-005017,4,4,1024,42.016,100.943
terrain-005018,4,4,1024,80.621,16677.7
terrain-005019,4,4,1024,42.08,147.682
terrain-005020,4,4,1024,42.174,189.009
terrain-005021,4,4,1024,41.981,142.531
terrain-005022,4,4,1024,42.029,147.392
terrain-005023,4,4,1024,75.855,21464.6
terrain-005024,4,4,1024,42.025,242.386
terrain-005025,4,4,1024,42.074,250.588
terrain-005026,4,4,1024,42.125,251.427
terrain-005027,4,4,1024,42.165,417.658
terrain-005028,4,4,1024,42.22,419.985
terrain-005029,5,5,4,42.101,1.23047
terrain-005030,5,5,4,75.216,103.801
terrain-005031,5,5,4,42.193,1.19652
terrain-005032,5,5,4,42.251,1.23078
terrain-005033,5,5,4,71.584,125.573
terrain-005034,5,5,4,42.099,1.19625
terrain-005035,5,5,4,42.153,1.2305
terrain-005036,5,5,4,42.147,1.23077
terrain-005037,5,5,4,62.202,258.455
terrain-005038,5,5,4,64.233,276.74
terrain-005039,5,5,4,42.138,3.1502
terrain-005040,5,5,4,64.054,272.723
terrain-005041,5,5,4,60.551,321.509
terrain-005042,5,5,4,61.754,316.88
terrain-005043,5,5,4,73.086,143.938
terrain-005044,5,5,4,42.294,2.50537
terrain-005045,5,5,4,42.356,2.52197
terrain-005046,5,5,4,67.349,196.823
terrain-005047,5,5,4,68.929,212.404
terrain-005048,5,5,4,42.153,2.65659
terrain-005049,5,5,4,42.209,2.67043
terrain-005050,5,5,4,68.74,212.116
terrain-005051,5,5,4,42.142,2.52192
terrain-005052,5,5,4,63.192,255.166
terrain-005053,5,5,4,65.225,273.304
terrain-005054,5,5,4,42.096,2.67029
terrain-005055,5,5,4,64.979,272.726
terrain-005056,5,5,4,74.498,122.822
terrain-005057,5,5,4,42.255,1.69286
terrain-005058,5,5,4,42.314,1.72766
terrain-005059,5,5,4,70.02,156.757
terrain-005060,5,5,4,71.365,167.478
terrain-005061,5,5,4,42.119,1.69257
terrain-005062,5,5,4,42.173,1.72736
terrain-005063,5,5,4,71.501,170.173
terrain-005064,5,5,4,42.168,1.72764
terrain-005065,5,5,4,67.405,192.98
terrain-005066,5,5,4,42.1,1.7273
terrain-005067,5,5,4,61.14,317.19
terrain-005068,5,5,4,72.448,143.377
terrain-005069,5,5,4,42.508,3.19118
terrain-005070,5,5,4,42.565,3.15789
terrain-005071,5,5,4,66.532,196.116
terrain-005072,5,5,4,68.067,211.612
terrain-005073,5,5,4,42.104,2.63983
terrain-005074,5,5,4,42.161,2.6516
terrain-005075,5,5,4,67.854,210.944
terrain-005076,5,5,4,42.298,3.15782
terrain-005077,5,5,4,62.183,254.024
terrain-005078,5,5,4,64.171,271.943
terrain-005079,5,5,4,42.049,2.65146
terrain-005080,5,5,4,63.904,270.751
terrain-005081,5,5,4,60.553,315.052
terrain-005082,5,5,4,68.725,177.885
terrain-005083,5,5,4,70.203,191.038
terrain-005084,5,5,4,42.136,2.13544
terrain-005085,5,5,4,42.191,2.16416
terrain-005086,5,5,4,70.2,192.689
terrain-005087,5,5,4,42.185,2.16437
terrain-005088,5,5,4,65.374,224.944
terrain-005089,5,5,4,42.099,2.16407
terrain-005090,5,5,4,64.519,273.615
terrain-005091,5,5,4,73.851,134.491
terrain-005092,5,5,4,42.308,2.13568
terrain-005093,5,5,4,42.368,2.1644
terrain-005094,5,5,4,65.595,191.615
terrain-005095,5,5,4,67.053,206.552
terrain-005096,5,5,4,42.234,3.1979
terrain-005097,5,5,4,42.292,3.1689
terrain-005098,5,5,4,68.755,219.839
terrain-005099,5,5,4,42.269,3.14301
terrain-005100,5,5,4,61.139,246.767
terrain-005101,5,5,4,63.017,263.645
terrain-005102,5,5,4,42.157,3.16871
terrain-005103,5,5,4,64.842,285.136
terrain-005104,5,5,4,59.35,303.968
terrain-005105,5,5,4,64.166,246.223
terrain-005106,5,5,4,42.098,2.47742
terrain-005107,5,5,4,66.13,265.89
terrain-005108,5,5,4,62.979,303.997
terrain-005109,5,5,4,73.615,141.802
terrain-005110,5,5,4,42.346,2.45726
terrain-005111,5,5,4,42.407,2.47779
terrain-005112,5,5,4,68.012,191.322
terrain-005113,5,5,4,69.576,206.17
terrain-005114,5,5,4,42.147,2.45701
terrain-005115,5,5,4,42.203,2.47754
terrain-005116,5,5,4,69.582,207.614
terrain-005117,5,5,4,42.197,2.47774
terrain-005118,5,5,1024,43.265,65.6144
terrain-005119,5,5,1024,85.713,1483.64
terrain-005120,5,5,1024,85.993,812.167
terrain-005121,5,5,1024,43.325,66.008
terrain-005122,5,5,1024,44.007,88.6854
terrain-005123,5,5,1024,86.232,1562.74
terrain-005124,5,5,1024,43.219,63.4802
terrain-005125,5,5,1024,82.852,1416.07
terrain-005126,5,5,1024,42.731,38.5678
terrain-005127,5,5,1024,43.122,52.0668
terrain-005128,5,5,1024,88.435,1601.74
terrain-005129,5,5,1024,42.626,37.1701
terrain-005130,5,5,1024,73.249,1002.77
terrain-005131,5,5,1024,42.675,38.433
terrain-005132,5,5,1024,76.144,1036.14
terrain-005133,5,5,1024,42.209,314.888
terrain-005134,5,5,1024,79.527,14065.3
terrain-005135,5,5,1024,42.153,119.564
terrain-005136,5,5,1024,79.428,14611
terrain-005137,5,5,1024,42.243,152.042
terrain-005138,5,5,1024,42.053,114.508
terrain-005139,5,5,1024,42.101,118.278
terrain-005140,5,5,1024,77.3,12123.5
terrain-005141,5,5,1024,42.073,109.324
terrain-005142,5,5,1024,42.123,112.932
terrain-005143,5,5,1024,42.176,114.103
terrain-005144,5,5,1024,82.535,1531.22
terrain-005145,5,5,1024,42.515,55.7295
terrain-005146,5,5,1024,42.878,80.3185
terrain-005147,5,5,1024,82.521,3061.54
terrain-005148,5,5,1024,88.846,2741.54
terrain-005149,5,5,1024,42.461,57.4559
terrain-005150,5,5,1024,67.925,1442.06
terrain-005151,5,5,1024,42.46,55.4486
terrain-005152,5,5,1024,71.336,1580.93
terrain-005153,5,5,1024,82.946,2997.91
terrain-005154,5,5,1024,42.269,40.9405
terrain-005155,5,5,1024,61.433,988.532
terrain-005156,5,5,1024,42.272,38.4331
terrain-005157,5,5,1024,66.008,1176.62
terrain-005158,5,5,1024,42.329,38.5678
terrain-005159,5,5,1024,42.614,59.3234
terrain-005160,5,5,1024,75.563,18178.7
terrain-005161,5,5,1024,77.926,21249.3
terrain-005162,5,5,1024,42.065,171.151
terrain-005163,5,5,1024,42.112,176.654
terrain-005164,5,5,1024,42.166,179.537
terrain-005165,5,5,1024,76.234,17518.3
terrain-005166,5,5,1024,42.157,176.615
terrain-005167,5,5,1024,42.214,179.496
terrain-005168,5,5,1024,82.175,5337.71
terrain-005169,5,5,1024,42.211,66.9926
terrain-005170,5,5,1024,82.101,5604.89
terrain-005171,5,5,1024,60.22,1537.91
terrain-005172,5,5,1024,42.259,69.2417
terrain-005173,5,5,1024,62.291,1617.82
terrain-005174,5,5,1024,42.245,59.7147
terrain-005175,5,5,1024,42.419,82.2589
terrain-005176,5,5,1024,82.642,5360.91
terrain-005177,5,5,1024,42.148,48.9456
terrain-005178,5,5,1024,59.494,1217.92
terrain-005179,5,5,1024,42.201,49.1644
terrain-005180,5,5,1024,42.286,61.4651
terrain-005181,5,5,1024,42.149,56.1208
terrain-005182,5,5,1024,74.722,24953.3
terrain-005183,5,5,1024,42.137,246.03
terrain-005184,5,5,1024,42.193,251.649
terrain-005185,5,5,1024,42.243,251.548
terrain-005186,5,5,1024,81.092,9102.1
terrain-005187,5,5,1024,42.141,85.8518
terrain-005188,5,5,1024,81.041,9564.57
terrain-005189,5,5,1024,59.094,1988.35
terrain-005190,5,5,1024,42.194,86.527
terrain-005191,5,5,1024,42.259,101.964
terrain-005192,5,5,1024,42.095,86.0323
terrain-005193,5,5,1024,80.472,8492.99
terrain-005194,5,5,1024,42.157,69.6749
terrain-005195,5,5,1024,42.244,91.0459
terrain-005196,5,5,1024,42.039,65.1844
terrain-005197,5,5,1024,42.088,67.3743
terrain-005198,5,5,1024,82.639,1598.25
terrain-005199,5,5,1024,42.54,58.7145
terrain-005200,5,5,1024,42.926,85.3794
terrain-005201,5,5,1024,82.61,3194.55
terrain-005202,5,5,1024,91.555,3118.99
terrain-005203,5,5,1024,42.491,60.8971
terrain-005204,5,5,1024,69.064,1578.32
terrain-005205,5,5,1024,42.486,58.5546
terrain-005206,5,5,1024,72.385,1698.38
terrain-005207,5,5,1024,83.019,3122.08
terrain-005208,5,5,1024,42.282,42.6581
terrain-005209,5,5,1024,61.778,1050.5
terrain-005210,5,5,1024,42.283,39.9001
terrain-005211,5,5,1024,66.48,1240.17
terrain-005212,5,5,1024,42.339,39.9743
terrain-005213,5,5,1024,42.637,62.0388
terrain-005214,5,5,1024,75.338,20188
terrain-005215,5,5,1024,78.214,23821.4
terrain-005216,5,5,1024,42.089,205.792
terrain-005217,5,5,1024,42.136,212.579
terrain-005218,5,5,1024,42.189,214.702
terrain-005219,5,5,1024,76.318,19192.7
terrain-005220,5,5,1024,42.191,212.522
terrain-005221,5,5,1024,42.248,214.642
terrain-005222,5,5,1024,82.309,5755.54
terrain-005223,5,5,1024,42.23,71.7179
terrain-005224,5,5,1024,82.24,5901.12
terrain-005225,5,5,1024,60.66,1693.86
terrain-005226,5,5,1024,42.277,74.1536
terrain-005227,5,5,1024,62.678,1741.03
terrain-005228,5,5,1024,42.257,63.1551
terrain-005229,5,5,1024,42.438,87.5753
terrain-005230,5,5,1024,82.748,5621.51
terrain-005231,5,5,1024,42.155,51.35
terrain-005232,5,5,1024,59.619,1286.14
terrain-005233,5,5,1024,42.209,51.473
terrain-005234,5,5,1024,42.294,64.3849
terrain-005235,5,5,1024,42.161,59.3993
terrain-005236,5,5,1024,74.608,28577.6
terrain-005237,5,5,1024,42.181,321.76
terrain-005238,5,5,1024,42.237,326.632
terrain-005239,5,5,1024,42.303,326.463
terrain-005240,5,5,1024,81.235,9910.03
terrain-005241,5,5,1024,42.154,93.5337
terrain-005242,5,5,1024,81.216,10212.6
terrain-005243,5,5,1024,59.273,2177.75
terrain-005244,5,5,1024,42.207,93.9423
terrain-005245,5,5,1024,42.27,110.26
terrain-005246,5,5,1024,42.109,93.9846
terrain-005247,5,5,1024,80.517,8976.15
terrain-005248,5,5,1024,42.165,74.4041
terrain-005249,5,5,1024,42.252,97.6023
terrain-005250,5,5,1024,42.045,69.6495
terrain-005251,5,5,1024,42.095,72.0159
terrain-005252,5,5,1024,74.073,35534.3
terrain-005253,5,5,1024,42.275,441.797
terrain-005254,5,5,1024,79.637,15513.1
terrain-005255,5,5,1024,42.167,134.202
terrain-005256,5,5,1024,79.583,15881.3
terrain-005257,5,5,1024,42.258,171.258
terrain-005258,5,5,1024,42.066,129.041
terrain-005259,5,5,1024,42.114,133.369
terrain-005260,5,5,1024,77.184,12936.4
terrain-005261,5,5,1024,42.089,122.495
terrain-005262,5,5,1024,42.139,126.61
terrain-005263,5,5,1024,42.192,127.36
terrain-005264,5,5,1024,82.37,5959.67
terrain-005265,5,5,1024,42.242,74.3374
terrain-005266,5,5,1024,82.308,6031.69
terrain-005267,5,5,1024,60.938,1782.1
terrain-005268,5,5,1024,42.29,76.878
terrain-005269,5,5,1024,62.92,1807.65
terrain-005270,5,5,1024,42.265,65.0266
terrain-005271,5,5,1024,42.451,90.4941
terrain-005272,5,5,1024,82.744,5723.37
terrain-005273,5,5,1024,42.161,52.6416
terrain-005274,5,5,1024,59.654,1321.48
terrain-005275,5,5,1024,42.215,52.7092
terrain-005276,5,5,1024,42.299,65.947
terrain-005277,5,5,1024,42.169,61.185
terrain-005278,5,5,1024,75.059,30355.8
terrain-005279,5,5,1024,42.228,380.228
terrain-005280,5,5,1024,42.284,383.757
terrain-005281,5,5,1024,42.363,383.51
terrain-005282,5,5,1024,81.314,10284
terrain-005283,5,5,1024,42.165,97.9103
terrain-005284,5,5,1024,81.315,10483.3
terrain-005285,5,5,1024,59.415,2283
terrain-005286,5,5,1024,42.217,98.1441
terrain-005287,5,5,1024,42.279,114.928
terrain-005288,5,5,1024,42.12,98.5348
terrain-005289,5,5,1024,80.479,9144.44
terrain-005290,5,5,1024,42.172,77.0151
terrain-005291,5,5,1024,42.259,101.238
terrain-005292,5,5,1024,42.051,72.1174
terrain-005293,5,5,1024,42.102,74.5823
terrain-005294,5,5,1024,74.572,38240.7
terrain-005295,5,5,1024,42.351,553.173
terrain-005296,5,5,1024,79.728,16146.6
terrain-005297,5,5,1024,42.179,142.944
terrain-005298,5,5,1024,79.704,16391.1
terrain-005299,5,5,1024,42.273,182.787
terrain-005300,5,5,1024,42.079,137.776
terrain-005301,5,5,1024,42.127,142.449
terrain-005302,5,5,1024,77.088,13191.2
terrain-005303,5,5,1024,42.102,130.34
terrain-005304,5,5,1024,42.153,134.763
terrain-005305,5,5,1024,42.206,135.207
terrain-005306,5,5,1024,75.325,21019.5
terrain-005307,5,5,1024,78.764,25043.4
terrain-005308,5,5,1024,42.112,228.941
terrain-005309,5,5,1024,42.16,236.618
terrain-005310,5,5,1024,42.213,237.988
terrain-005311,5,5,1024,76.796,19943.4
terrain-005312,5,5,1024,42.222,236.541
terrain-005313,5,5,1024,42.279,237.91
terrain-005314,5,5,1024,80.999,10210.7
terrain-005315,5,5,1024,42.177,100.237
terrain-005316,5,5,1024,59.481,2326.41
terrain-005317,5,5,1024,42.229,100.371
terrain-005318,5,5,1024,42.291,117.379
terrain-005319,5,5,1024,42.132,100.96
terrain-005320,5,5,1024,42.182,78.3797
terrain-005321,5,5,1024,42.061,73.4078
terrain-005322,5,5,1024,42.111,75.9248
terrain-005323,5,5,1024,74.785,36858.3
terrain-005324,5,5,1024,42.448,632.22
terrain-005325,5,5,1024,79.233,15811.9
terrain-005326,5,5,1024,42.196,147.717
terrain-005327,5,5,1024,42.291,189.068
terrain-005328,5,5,1024,42.096,142.565
