terrain_reference_id,dram_total_layers,dram_active_layers,bs,temperature_C,raw_stps
terrain-000001,2,2,4,41.745,1.19389
terrain-000002,2,2,4,41.796,1.22803
terrain-000003,2,2,4,54.722,110.748
terrain-000004,2,2,4,41.793,2.65121
terrain-000005,2,2,4,41.846,2.66504
terrain-000006,2,2,4,41.763,1.68906
terrain-000007,2,2,4,41.814,1.72373
terrain-000008,2,2,4,54.568,112.707
terrain-000009,2,2,4,41.746,2.63487
terrain-000010,2,2,4,41.801,2.6466
terrain-000011,2,2,4,41.778,2.13103
terrain-000012,2,2,4,41.83,2.15965
terrain-000013,2,2,4,54.192,111.201
terrain-000014,2,2,4,41.868,3.19032
terrain-000015,2,2,4,41.923,3.16151
terrain-000016,2,2,4,41.788,2.45161
terrain-000017,2,2,4,41.84,2.47211
terrain-000018,2,2,1024,42.85,65.6106
terrain-000019,2,2,1024,62.759,771.534
terrain-000020,2,2,1024,42.907,66.0043
terrain-000021,2,2,1024,43.552,88.6781
terrain-000022,2,2,1024,62.418,790.995
terrain-000023,2,2,1024,42.806,63.4765
terrain-000024,2,2,1024,61.808,752.85
terrain-000025,2,2,1024,41.797,119.553
terrain-000026,2,2,1024,41.879,152.023
terrain-000027,2,2,1024,41.701,114.498
terrain-000028,2,2,1024,41.747,118.268
terrain-000029,2,2,1024,42.137,55.7269
terrain-000030,2,2,1024,42.479,80.3129
terrain-000031,2,2,1024,65.013,1474.41
terrain-000032,2,2,1024,42.086,57.4531
terrain-000033,2,2,1024,64.402,1346.65
terrain-000034,2,2,1024,42.085,55.446
terrain-000035,2,2,1024,66.199,1408.24
terrain-000036,2,2,1024,41.713,171.127
terrain-000037,2,2,1024,41.758,176.629
terrain-000038,2,2,1024,41.808,179.511
terrain-000039,2,2,1024,59.663,2619.53
terrain-000040,2,2,1024,41.849,66.9889
terrain-000041,2,2,1024,58.73,1535.88
terrain-000042,2,2,1024,41.894,69.2378
terrain-000043,2,2,1024,60.684,1615.59
terrain-000044,2,2,1024,41.881,59.7119
terrain-000045,2,2,1024,42.042,82.2532
terrain-000046,2,2,1024,41.783,245.974
terrain-000047,2,2,1024,41.784,85.8459
terrain-000048,2,2,1024,57.667,1985.03
terrain-000049,2,2,1024,41.834,86.5212
terrain-000050,2,2,1024,41.891,101.955
terrain-000051,2,2,1024,41.739,86.0263
terrain-000052,2,2,1024,42.523,85.37
terrain-000053,2,2,1024,64.438,1550.61
terrain-000054,2,2,1024,42.114,60.8924
terrain-000055,2,2,1024,65.223,1463.86
terrain-000056,2,2,1024,42.109,58.5503
terrain-000057,2,2,1024,66.843,1499.76
terrain-000058,2,2,1024,41.866,71.7116
terrain-000059,2,2,1024,59.109,1690.24
terrain-000060,2,2,1024,41.911,74.147
terrain-000061,2,2,1024,61.016,1737.21
terrain-000062,2,2,1024,42.059,87.5657
terrain-000063,2,2,1024,41.796,93.5233
terrain-000064,2,2,1024,57.798,2171.85
terrain-000065,2,2,1024,41.9,110.245
terrain-000066,2,2,1024,41.752,93.9739
terrain-000067,2,2,1024,41.713,129.02
terrain-000068,2,2,1024,41.759,133.348
terrain-000069,2,2,4,41.745,1.19389
terrain-000070,2,2,4,41.796,1.22803
terrain-000071,2,2,4,54.789,111.228
terrain-000072,2,2,4,41.793,2.65148
terrain-000073,2,2,4,41.847,2.66531
terrain-000074,2,2,4,41.763,1.68907
terrain-000075,2,2,4,41.814,1.72374
terrain-000076,2,2,4,54.635,113.203
terrain-000077,2,2,4,41.746,2.63513
terrain-000078,2,2,4,41.801,2.64686
terrain-000079,2,2,4,41.778,2.13106
terrain-000080,2,2,4,41.83,2.15968
terrain-000081,2,2,4,54.257,111.684
terrain-000082,2,2,4,41.868,3.19071
terrain-000083,2,2,4,41.923,3.16188
terrain-000084,2,2,4,41.788,2.4518
terrain-000085,2,2,4,41.84,2.4723
terrain-000086,2,2,1024,42.85,65.6109
terrain-000087,2,2,1024,62.761,771.584
terrain-000088,2,2,1024,42.907,66.0046
terrain-000089,2,2,1024,43.552,88.6788
terrain-000090,2,2,1024,62.419,791.048
terrain-000091,2,2,1024,42.806,63.4769
terrain-000092,2,2,1024,61.809,752.898
terrain-000093,2,2,1024,41.797,119.554
terrain-000094,2,2,1024,41.879,152.025
terrain-000095,2,2,1024,41.701,114.499
terrain-000096,2,2,1024,41.747,118.269
terrain-000097,2,2,1024,42.137,55.7271
terrain-000098,2,2,1024,42.479,80.3134
terrain-000099,2,2,1024,65.016,1474.59
terrain-000100,2,2,1024,42.086,57.4533
terrain-000101,2,2,1024,64.404,1346.8
terrain-000102,2,2,1024,42.085,55.4462
terrain-000103,2,2,1024,66.202,1408.41
terrain-000104,2,2,1024,41.713,171.129
terrain-000105,2,2,1024,41.758,176.631
terrain-000106,2,2,1024,41.809,179.514
terrain-000107,2,2,1024,59.667,2620.1
terrain-000108,2,2,1024,41.849,66.9892
terrain-000109,2,2,1024,58.732,1536.08
terrain-000110,2,2,1024,41.894,69.2382
terrain-000111,2,2,1024,60.687,1615.81
terrain-000112,2,2,1024,41.881,59.7121
terrain-000113,2,2,1024,42.042,82.2537
terrain-000114,2,2,1024,41.783,245.979
terrain-000115,2,2,1024,41.784,85.8465
terrain-000116,2,2,1024,57.669,1985.36
terrain-000117,2,2,1024,41.834,86.5218
terrain-000118,2,2,1024,41.891,101.956
terrain-000119,2,2,1024,41.739,86.0269
terrain-000120,2,2,1024,42.523,85.3708
terrain-000121,2,2,1024,64.442,1550.87
terrain-000122,2,2,1024,42.114,60.8928
terrain-000123,2,2,1024,65.227,1464.09
terrain-000124,2,2,1024,42.109,58.5507
terrain-000125,2,2,1024,66.848,1500
terrain-000126,2,2,1024,41.866,71.7121
terrain-000127,2,2,1024,59.113,1690.54
terrain-000128,2,2,1024,41.911,74.1475
terrain-000129,2,2,1024,61.019,1737.53
terrain-000130,2,2,1024,42.059,87.5665
terrain-000131,2,2,1024,41.796,93.5241
terrain-000132,2,2,1024,57.802,2172.35
terrain-000133,2,2,1024,41.9,110.247
terrain-000134,2,2,1024,41.752,93.9748
terrain-000135,2,2,1024,41.713,129.022
terrain-000136,2,2,1024,41.759,133.35
terrain-000137,2,2,4,41.746,1.19548
terrain-000138,2,2,4,41.798,1.22968
terrain-000139,2,2,4,53.633,102.119
terrain-000140,2,2,4,41.794,2.65309
terrain-000141,2,2,4,41.847,2.66689
terrain-000142,2,2,4,41.764,1.69125
terrain-000143,2,2,4,41.816,1.72598
terrain-000144,2,2,4,53.433,103.451
terrain-000145,2,2,4,41.747,2.63636
terrain-000146,2,2,4,41.802,2.6481
terrain-000147,2,2,4,41.779,2.13288
terrain-000148,2,2,4,41.831,2.16153
terrain-000149,2,2,4,53.096,102.129
terrain-000150,2,2,4,41.869,3.19242
terrain-000151,2,2,4,41.924,3.16354
terrain-000152,2,2,4,41.789,2.45344
terrain-000153,2,2,4,41.841,2.47395
terrain-000154,2,2,1024,42.851,65.6115
terrain-000155,2,2,1024,62.869,775.354
terrain-000156,2,2,1024,42.907,66.0052
terrain-000157,2,2,1024,43.552,88.6798
terrain-000158,2,2,1024,62.459,792.449
terrain-000159,2,2,1024,42.806,63.4774
terrain-000160,2,2,1024,61.91,756.487
terrain-000161,2,2,1024,41.799,119.556
terrain-000162,2,2,1024,41.88,152.027
terrain-000163,2,2,1024,41.703,114.5
terrain-000164,2,2,1024,41.749,118.27
terrain-000165,2,2,1024,42.137,55.7275
terrain-000166,2,2,1024,42.479,80.3143
terrain-000167,2,2,1024,64.923,1468.86
terrain-000168,2,2,1024,42.086,57.4537
terrain-000169,2,2,1024,64.452,1349.5
terrain-000170,2,2,1024,42.085,55.4466
terrain-000171,2,2,1024,66.243,1410.03
terrain-000172,2,2,1024,41.715,171.133
terrain-000173,2,2,1024,41.76,176.635
terrain-000174,2,2,1024,41.811,179.518
terrain-000175,2,2,1024,59.56,2605.13
terrain-000176,2,2,1024,41.85,66.9898
terrain-000177,2,2,1024,58.737,1536.4
terrain-000178,2,2,1024,41.895,69.2388
terrain-000179,2,2,1024,60.692,1616.16
terrain-000180,2,2,1024,41.881,59.7126
terrain-000181,2,2,1024,42.042,82.2546
terrain-000182,2,2,1024,41.786,245.986
terrain-000183,2,2,1024,41.785,85.8474
terrain-000184,2,2,1024,57.679,1985.88
terrain-000185,2,2,1024,41.835,86.5227
terrain-000186,2,2,1024,41.891,101.957
terrain-000187,2,2,1024,41.74,86.0278
terrain-000188,2,2,1024,42.524,85.373
terrain-000189,2,2,1024,64.459,1551.84
terrain-000190,2,2,1024,42.115,60.8939
terrain-000191,2,2,1024,65.288,1467.67
terrain-000192,2,2,1024,42.109,58.5517
terrain-000193,2,2,1024,66.899,1502.24
terrain-000194,2,2,1024,41.867,71.7137
terrain-000195,2,2,1024,59.125,1691.43
terrain-000196,2,2,1024,41.912,74.1491
terrain-000197,2,2,1024,61.033,1738.47
terrain-000198,2,2,1024,42.059,87.5689
terrain-000199,2,2,1024,41.797,93.5267
terrain-000200,2,2,1024,57.819,2173.81
terrain-000201,2,2,1024,41.9,110.25
terrain-000202,2,2,1024,41.752,93.9774
terrain-000203,2,2,1024,41.716,129.027
terrain-000204,2,2,1024,41.761,133.355
terrain-000205,2,2,4,41.747,1.19524
terrain-000206,2,2,4,41.798,1.22945
terrain-000207,2,2,4,53.831,103.424
terrain-000208,2,2,4,41.794,2.65106
terrain-000209,2,2,4,41.848,2.6649
terrain-000210,2,2,4,41.764,1.69057
terrain-000211,2,2,4,41.816,1.7253
terrain-000212,2,2,4,53.645,104.865
terrain-000213,2,2,4,41.748,2.63452
terrain-000214,2,2,4,41.802,2.6463
terrain-000215,2,2,4,41.78,2.13185
terrain-000216,2,2,4,41.831,2.16053
terrain-000217,2,2,4,53.384,104.227
terrain-000218,2,2,4,41.87,3.19024
terrain-000219,2,2,4,41.924,3.16146
terrain-000220,2,2,4,41.789,2.45253
terrain-000221,2,2,4,41.842,2.47303
terrain-000222,2,2,1024,42.851,65.613
terrain-000223,2,2,1024,62.877,775.63
terrain-000224,2,2,1024,42.907,66.0067
terrain-000225,2,2,1024,43.552,88.6829
terrain-000226,2,2,1024,62.526,794.921
terrain-000227,2,2,1024,42.806,63.4789
terrain-000228,2,2,1024,61.917,756.75
terrain-000229,2,2,1024,41.797,119.561
terrain-000230,2,2,1024,41.879,152.037
terrain-000231,2,2,1024,41.701,114.505
terrain-000232,2,2,1024,41.747,118.276
terrain-000233,2,2,1024,42.137,55.7286
terrain-000234,2,2,1024,42.479,80.3167
terrain-000235,2,2,1024,65.071,1477.87
terrain-000236,2,2,1024,42.086,57.455
terrain-000237,2,2,1024,64.483,1351.21
terrain-000238,2,2,1024,42.085,55.4478
terrain-000239,2,2,1024,66.291,1413.24
terrain-000240,2,2,1024,41.714,171.145
terrain-000241,2,2,1024,41.759,176.648
terrain-000242,2,2,1024,41.809,179.531
terrain-000243,2,2,1024,59.778,2635.1
terrain-000244,2,2,1024,41.849,66.9915
terrain-000245,2,2,1024,58.746,1537.3
terrain-000246,2,2,1024,41.894,69.2406
terrain-000247,2,2,1024,60.703,1617.16
terrain-000248,2,2,1024,41.881,59.7139
terrain-000249,2,2,1024,42.042,82.2572
terrain-000250,2,2,1024,41.784,246.017
terrain-000251,2,2,1024,41.784,85.8501
terrain-000252,2,2,1024,57.686,1987.4
terrain-000253,2,2,1024,41.834,86.5254
terrain-000254,2,2,1024,41.891,101.961
terrain-000255,2,2,1024,41.739,86.0306
terrain-000256,2,2,1024,42.523,85.3771
terrain-000257,2,2,1024,64.504,1554.74
terrain-000258,2,2,1024,42.114,60.8959
terrain-000259,2,2,1024,65.329,1470.04
terrain-000260,2,2,1024,42.109,58.5535
terrain-000261,2,2,1024,66.959,1506.27
terrain-000262,2,2,1024,41.866,71.7165
terrain-000263,2,2,1024,59.14,1693.01
terrain-000264,2,2,1024,41.911,74.1521
terrain-000265,2,2,1024,61.05,1740.14
terrain-000266,2,2,1024,42.059,87.5731
terrain-000267,2,2,1024,41.796,93.5313
terrain-000268,2,2,1024,57.834,2176.43
terrain-000269,2,2,1024,41.9,110.257
terrain-000270,2,2,1024,41.752,93.9823
terrain-000271,2,2,1024,41.713,129.036
terrain-000272,2,2,1024,41.759,133.365
terrain-000273,2,2,4,41.746,1.19547
terrain-000274,2,2,4,41.798,1.22968
terrain-000275,2,2,4,53.567,101.649
terrain-000276,2,2,4,41.794,2.65278
terrain-000277,2,2,4,41.847,2.66659
terrain-000278,2,2,4,41.764,1.69122
terrain-000279,2,2,4,41.816,1.72595
terrain-000280,2,2,4,53.358,102.9
terrain-000281,2,2,4,41.747,2.63602
terrain-000282,2,2,4,41.802,2.64775
terrain-000283,2,2,4,41.779,2.13285
terrain-000284,2,2,4,41.831,2.1615
terrain-000285,2,2,4,53.019,101.559
terrain-000286,2,2,4,41.869,3.19187
terrain-000287,2,2,4,41.924,3.16302
terrain-000288,2,2,4,41.789,2.45325
terrain-000289,2,2,4,41.841,2.47376
terrain-000290,2,2,1024,42.851,65.611
terrain-000291,2,2,1024,62.867,775.288
terrain-000292,2,2,1024,42.907,66.0047
terrain-000293,2,2,1024,43.552,88.679
terrain-000294,2,2,1024,62.457,792.381
terrain-000295,2,2,1024,42.806,63.477
terrain-000296,2,2,1024,61.908,756.425
terrain-000297,2,2,1024,41.799,119.554
terrain-000298,2,2,1024,41.88,152.025
terrain-000299,2,2,1024,41.703,114.499
terrain-000300,2,2,1024,41.748,118.269
terrain-000301,2,2,1024,42.137,55.7272
terrain-000302,2,2,1024,42.479,80.3136
terrain-000303,2,2,1024,64.919,1468.63
terrain-000304,2,2,1024,42.086,57.4534
terrain-000305,2,2,1024,64.449,1349.31
terrain-000306,2,2,1024,42.085,55.4463
terrain-000307,2,2,1024,66.239,1409.81
terrain-000308,2,2,1024,41.715,171.13
terrain-000309,2,2,1024,41.76,176.632
terrain-000310,2,2,1024,41.811,179.515
terrain-000311,2,2,1024,59.555,2604.37
terrain-000312,2,2,1024,41.85,66.9893
terrain-000313,2,2,1024,58.734,1536.14
terrain-000314,2,2,1024,41.895,69.2383
terrain-000315,2,2,1024,60.689,1615.87
terrain-000316,2,2,1024,41.881,59.7122
terrain-000317,2,2,1024,42.042,82.2539
terrain-000318,2,2,1024,41.786,245.98
terrain-000319,2,2,1024,41.785,85.8467
terrain-000320,2,2,1024,57.675,1985.45
terrain-000321,2,2,1024,41.835,86.5219
terrain-000322,2,2,1024,41.891,101.956
terrain-000323,2,2,1024,41.74,86.027
terrain-000324,2,2,1024,42.524,85.3716
terrain-000325,2,2,1024,64.45,1551.3
terrain-000326,2,2,1024,42.115,60.8932
terrain-000327,2,2,1024,65.281,1467.23
terrain-000328,2,2,1024,42.109,58.551
terrain-000329,2,2,1024,66.891,1501.78
terrain-000330,2,2,1024,41.867,71.7127
terrain-000331,2,2,1024,59.118,1690.86
terrain-000332,2,2,1024,41.912,74.1481
terrain-000333,2,2,1024,61.025,1737.86
terrain-000334,2,2,1024,42.059,87.5673
terrain-000335,2,2,1024,41.797,93.525
terrain-000336,2,2,1024,57.812,2172.85
terrain-000337,2,2,1024,41.9,110.248
terrain-000338,2,2,1024,41.752,93.9757
terrain-000339,2,2,1024,41.716,129.024
terrain-000340,2,2,1024,41.761,133.352
terrain-000341,2,2,4,41.746,1.19548
terrain-000342,2,2,4,41.798,1.22968
terrain-000343,2,2,4,53.623,102.053
terrain-000344,2,2,4,41.794,2.65305
terrain-000345,2,2,4,41.847,2.66685
terrain-000346,2,2,4,41.764,1.69125
terrain-000347,2,2,4,41.816,1.72598
terrain-000348,2,2,4,53.415,103.315
terrain-000349,2,2,4,41.747,2.63628
terrain-000350,2,2,4,41.802,2.64801
terrain-000351,2,2,4,41.779,2.13288
terrain-000352,2,2,4,41.831,2.16153
terrain-000353,2,2,4,53.073,101.962
terrain-000354,2,2,4,41.869,3.19226
terrain-000355,2,2,4,41.924,3.16339
terrain-000356,2,2,4,41.789,2.45344
terrain-000357,2,2,4,41.841,2.47395
terrain-000358,2,2,1024,42.851,65.6115
terrain-000359,2,2,1024,62.869,775.353
terrain-000360,2,2,1024,42.907,66.0051
terrain-000361,2,2,1024,43.552,88.6798
terrain-000362,2,2,1024,62.459,792.448
terrain-000363,2,2,1024,42.806,63.4774
terrain-000364,2,2,1024,61.91,756.486
terrain-000365,2,2,1024,41.799,119.556
terrain-000366,2,2,1024,41.88,152.027
terrain-000367,2,2,1024,41.703,114.5
terrain-000368,2,2,1024,41.749,118.27
terrain-000369,2,2,1024,42.137,55.7275
terrain-000370,2,2,1024,42.479,80.3142
terrain-000371,2,2,1024,64.923,1468.86
terrain-000372,2,2,1024,42.086,57.4537
terrain-000373,2,2,1024,64.452,1349.5
terrain-000374,2,2,1024,42.085,55.4466
terrain-000375,2,2,1024,66.242,1410.02
terrain-000376,2,2,1024,41.715,171.133
terrain-000377,2,2,1024,41.76,176.635
terrain-000378,2,2,1024,41.811,179.518
terrain-000379,2,2,1024,59.56,2605.12
terrain-000380,2,2,1024,41.85,66.9898
terrain-000381,2,2,1024,58.737,1536.39
terrain-000382,2,2,1024,41.895,69.2388
terrain-000383,2,2,1024,60.692,1616.15
terrain-000384,2,2,1024,41.881,59.7126
terrain-000385,2,2,1024,42.042,82.2546
terrain-000386,2,2,1024,41.786,245.986
terrain-000387,2,2,1024,41.785,85.8474
terrain-000388,2,2,1024,57.679,1985.87
terrain-000389,2,2,1024,41.835,86.5226
terrain-000390,2,2,1024,41.891,101.957
terrain-000391,2,2,1024,41.74,86.0278
terrain-000392,2,2,1024,42.524,85.373
terrain-000393,2,2,1024,64.459,1551.83
terrain-000394,2,2,1024,42.115,60.8939
terrain-000395,2,2,1024,65.288,1467.66
terrain-000396,2,2,1024,42.109,58.5517
terrain-000397,2,2,1024,66.899,1502.23
terrain-000398,2,2,1024,41.867,71.7137
terrain-000399,2,2,1024,59.125,1691.42
terrain-000400,2,2,1024,41.912,74.1491
terrain-000401,2,2,1024,61.032,1738.46
terrain-000402,2,2,1024,42.059,87.5689
terrain-000403,2,2,1024,41.797,93.5267
terrain-000404,2,2,1024,57.819,2173.79
terrain-000405,2,2,1024,41.9,110.25
terrain-000406,2,2,1024,41.752,93.9774
terrain-000407,2,2,1024,41.716,129.027
terrain-000408,2,2,1024,41.761,133.355
terrain-000409,2,2,4,41.746,1.19548
terrain-000410,2,2,4,41.798,1.22968
terrain-000411,2,2,4,53.633,102.119
terrain-000412,2,2,4,41.794,2.65309
terrain-000413,2,2,4,41.847,2.66689
terrain-000414,2,2,4,41.764,1.69125
terrain-000415,2,2,4,41.816,1.72598
terrain-000416,2,2,4,53.433,103.451
terrain-000417,2,2,4,41.747,2.63636
terrain-000418,2,2,4,41.802,2.6481
terrain-000419,2,2,4,41.779,2.13288
terrain-000420,2,2,4,41.831,2.16153
terrain-000421,2,2,4,53.096,102.129
terrain-000422,2,2,4,41.869,3.19242
terrain-000423,2,2,4,41.924,3.16354
terrain-000424,2,2,4,41.789,2.45344
terrain-000425,2,2,4,41.841,2.47395
terrain-000426,2,2,1024,42.851,65.6115
terrain-000427,2,2,1024,62.869,775.354
terrain-000428,2,2,1024,42.907,66.0052
terrain-000429,2,2,1024,43.552,88.6798
terrain-000430,2,2,1024,62.459,792.449
terrain-000431,2,2,1024,42.806,63.4774
terrain-000432,2,2,1024,61.91,756.487
terrain-000433,2,2,1024,41.799,119.556
terrain-000434,2,2,1024,41.88,152.027
terrain-000435,2,2,1024,41.703,114.5
terrain-000436,2,2,1024,41.749,118.27
terrain-000437,2,2,1024,42.137,55.7275
terrain-000438,2,2,1024,42.479,80.3143
terrain-000439,2,2,1024,64.923,1468.86
terrain-000440,2,2,1024,42.086,57.4537
terrain-000441,2,2,1024,64.452,1349.5
terrain-000442,2,2,1024,42.085,55.4466
terrain-000443,2,2,1024,66.243,1410.02
terrain-000444,2,2,1024,41.715,171.133
terrain-000445,2,2,1024,41.76,176.635
terrain-000446,2,2,1024,41.811,179.518
terrain-000447,2,2,1024,59.56,2605.13
terrain-000448,2,2,1024,41.85,66.9898
terrain-000449,2,2,1024,58.737,1536.4
terrain-000450,2,2,1024,41.895,69.2388
terrain-000451,2,2,1024,60.692,1616.16
terrain-000452,2,2,1024,41.881,59.7126
terrain-000453,2,2,1024,42.042,82.2546
terrain-000454,2,2,1024,41.786,245.986
terrain-000455,2,2,1024,41.785,85.8474
terrain-000456,2,2,1024,57.679,1985.88
terrain-000457,2,2,1024,41.835,86.5227
terrain-000458,2,2,1024,41.891,101.957
terrain-000459,2,2,1024,41.74,86.0278
terrain-000460,2,2,1024,42.524,85.373
terrain-000461,2,2,1024,64.459,1551.84
terrain-000462,2,2,1024,42.115,60.8939
terrain-000463,2,2,1024,65.288,1467.67
terrain-000464,2,2,1024,42.109,58.5517
terrain-000465,2,2,1024,66.899,1502.24
terrain-000466,2,2,1024,41.867,71.7137
terrain-000467,2,2,1024,59.125,1691.43
terrain-000468,2,2,1024,41.912,74.1491
terrain-000469,2,2,1024,61.033,1738.47
terrain-000470,2,2,1024,42.059,87.5689
terrain-000471,2,2,1024,41.797,93.5267
terrain-000472,2,2,1024,57.819,2173.81
terrain-000473,2,2,1024,41.9,110.25
terrain-000474,2,2,1024,41.752,93.9774
terrain-000475,2,2,1024,41.716,129.027
terrain-000476,2,2,1024,41.761,133.355
terrain-000477,2,2,4,41.747,1.19524
terrain-000478,2,2,4,41.798,1.22945
terrain-000479,2,2,4,53.831,103.424
terrain-000480,2,2,4,41.794,2.65106
terrain-000481,2,2,4,41.848,2.6649
terrain-000482,2,2,4,41.764,1.69057
terrain-000483,2,2,4,41.816,1.7253
terrain-000484,2,2,4,53.645,104.865
terrain-000485,2,2,4,41.748,2.63452
terrain-000486,2,2,4,41.802,2.6463
terrain-000487,2,2,4,41.78,2.13185
terrain-000488,2,2,4,41.831,2.16053
terrain-000489,2,2,4,53.384,104.227
terrain-000490,2,2,4,41.87,3.19024
terrain-000491,2,2,4,41.924,3.16146
terrain-000492,2,2,4,41.789,2.45253
terrain-000493,2,2,4,41.842,2.47303
terrain-000494,2,2,1024,42.851,65.613
terrain-000495,2,2,1024,62.877,775.63
terrain-000496,2,2,1024,42.907,66.0067
terrain-000497,2,2,1024,43.552,88.6829
terrain-000498,2,2,1024,62.526,794.921
terrain-000499,2,2,1024,42.806,63.4789
terrain-000500,2,2,1024,61.917,756.75
terrain-000501,2,2,1024,41.797,119.561
terrain-000502,2,2,1024,41.879,152.037
terrain-000503,2,2,1024,41.701,114.505
terrain-000504,2,2,1024,41.747,118.276
terrain-000505,2,2,1024,42.137,55.7286
terrain-000506,2,2,1024,42.479,80.3167
terrain-000507,2,2,1024,65.071,1477.87
terrain-000508,2,2,1024,42.086,57.455
terrain-000509,2,2,1024,64.483,1351.21
terrain-000510,2,2,1024,42.085,55.4478
terrain-000511,2,2,1024,66.291,1413.24
terrain-000512,2,2,1024,41.714,171.145
terrain-000513,2,2,1024,41.759,176.648
terrain-000514,2,2,1024,41.809,179.531
terrain-000515,2,2,1024,59.778,2635.1
terrain-000516,2,2,1024,41.849,66.9915
terrain-000517,2,2,1024,58.746,1537.3
terrain-000518,2,2,1024,41.894,69.2406
terrain-000519,2,2,1024,60.703,1617.16
terrain-000520,2,2,1024,41.881,59.7139
terrain-000521,2,2,1024,42.042,82.2572
terrain-000522,2,2,1024,41.784,246.017
terrain-000523,2,2,1024,41.784,85.8501
terrain-000524,2,2,1024,57.686,1987.4
terrain-000525,2,2,1024,41.834,86.5254
terrain-000526,2,2,1024,41.891,101.961
terrain-000527,2,2,1024,41.739,86.0306
terrain-000528,2,2,1024,42.523,85.3771
terrain-000529,2,2,1024,64.504,1554.74
terrain-000530,2,2,1024,42.114,60.8959
terrain-000531,2,2,1024,65.329,1470.04
terrain-000532,2,2,1024,42.109,58.5535
terrain-000533,2,2,1024,66.959,1506.27
terrain-000534,2,2,1024,41.866,71.7165
terrain-000535,2,2,1024,59.14,1693.01
terrain-000536,2,2,1024,41.911,74.1521
terrain-000537,2,2,1024,61.05,1740.14
terrain-000538,2,2,1024,42.059,87.5731
terrain-000539,2,2,1024,41.796,93.5313
terrain-000540,2,2,1024,57.834,2176.43
terrain-000541,2,2,1024,41.9,110.257
terrain-000542,2,2,1024,41.752,93.9823
terrain-000543,2,2,1024,41.713,129.036
terrain-000544,2,2,1024,41.759,133.365
terrain-000545,2,2,4,41.746,1.19547
terrain-000546,2,2,4,41.798,1.22968
terrain-000547,2,2,4,53.567,101.649
terrain-000548,2,2,4,41.794,2.65278
terrain-000549,2,2,4,41.847,2.66659
terrain-000550,2,2,4,41.764,1.69122
terrain-000551,2,2,4,41.816,1.72595
terrain-000552,2,2,4,53.358,102.9
terrain-000553,2,2,4,41.747,2.63602
terrain-000554,2,2,4,41.802,2.64775
terrain-000555,2,2,4,41.779,2.13285
terrain-000556,2,2,4,41.831,2.1615
terrain-000557,2,2,4,53.019,101.559
terrain-000558,2,2,4,41.869,3.19187
terrain-000559,2,2,4,41.924,3.16302
terrain-000560,2,2,4,41.789,2.45325
terrain-000561,2,2,4,41.841,2.47376
terrain-000562,2,2,1024,42.851,65.611
terrain-000563,2,2,1024,62.867,775.288
terrain-000564,2,2,1024,42.907,66.0047
terrain-000565,2,2,1024,43.552,88.679
terrain-000566,2,2,1024,62.457,792.381
terrain-000567,2,2,1024,42.806,63.477
terrain-000568,2,2,1024,61.908,756.425
terrain-000569,2,2,1024,41.799,119.554
terrain-000570,2,2,1024,41.88,152.025
terrain-000571,2,2,1024,41.703,114.499
terrain-000572,2,2,1024,41.748,118.269
terrain-000573,2,2,1024,42.137,55.7272
terrain-000574,2,2,1024,42.479,80.3136
terrain-000575,2,2,1024,64.919,1468.63
terrain-000576,2,2,1024,42.086,57.4534
terrain-000577,2,2,1024,64.449,1349.31
terrain-000578,2,2,1024,42.085,55.4463
terrain-000579,2,2,1024,66.239,1409.81
terrain-000580,2,2,1024,41.715,171.13
terrain-000581,2,2,1024,41.76,176.632
terrain-000582,2,2,1024,41.811,179.515
terrain-000583,2,2,1024,59.555,2604.37
terrain-000584,2,2,1024,41.85,66.9893
terrain-000585,2,2,1024,58.734,1536.14
terrain-000586,2,2,1024,41.895,69.2383
terrain-000587,2,2,1024,60.689,1615.87
terrain-000588,2,2,1024,41.881,59.7122
terrain-000589,2,2,1024,42.042,82.2539
terrain-000590,2,2,1024,41.786,245.98
terrain-000591,2,2,1024,41.785,85.8467
terrain-000592,2,2,1024,57.675,1985.45
terrain-000593,2,2,1024,41.835,86.5219
terrain-000594,2,2,1024,41.891,101.956
terrain-000595,2,2,1024,41.74,86.027
terrain-000596,2,2,1024,42.524,85.3716
terrain-000597,2,2,1024,64.45,1551.3
terrain-000598,2,2,1024,42.115,60.8932
terrain-000599,2,2,1024,65.281,1467.23
terrain-000600,2,2,1024,42.109,58.551
terrain-000601,2,2,1024,66.891,1501.78
terrain-000602,2,2,1024,41.867,71.7127
terrain-000603,2,2,1024,59.118,1690.86
terrain-000604,2,2,1024,41.912,74.1481
terrain-000605,2,2,1024,61.025,1737.86
terrain-000606,2,2,1024,42.059,87.5673
terrain-000607,2,2,1024,41.797,93.525
terrain-000608,2,2,1024,57.812,2172.85
terrain-000609,2,2,1024,41.9,110.248
terrain-000610,2,2,1024,41.752,93.9757
terrain-000611,2,2,1024,41.716,129.024
terrain-000612,2,2,1024,41.761,133.352
terrain-000613,2,2,4,41.747,1.19524
terrain-000614,2,2,4,41.798,1.22945
terrain-000615,2,2,4,53.821,103.357
terrain-000616,2,2,4,41.794,2.65102
terrain-000617,2,2,4,41.848,2.66486
terrain-000618,2,2,4,41.764,1.69057
terrain-000619,2,2,4,41.816,1.7253
terrain-000620,2,2,4,53.626,104.725
terrain-000621,2,2,4,41.748,2.63443
terrain-000622,2,2,4,41.802,2.64621
