baseline_noc,scaled_layer,bw_multiplier,bs,seq,orig_sm_count,baseline_sm_count,tp,ep,dp,pp,sp,cp,stps_logic_die,stps_noc_to_dram,orig_stps_from_csv,recon_rel_err
torus_mesh_mesh_3,L3,3.0,256,8192,6,8,1,32,8,1,1,1,84924.28148912301,114310.67604409494,84924.28148912301,0.0
torus_mesh_switch_1,L1,0.5,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_switch_1,L1,0.5,1024,1024,8,8,2,8,2,8,1,1,170442.33098714726,170442.33098714726,170442.33098714726,0.0
torus_mesh_switch_1,L1,0.5,64,1024,8,8,2,8,1,8,2,1,162008.733318138,162008.733318138,162008.733318138,0.0
torus_mesh_mesh_3,L1,1.0,1,8192,8,8,64,4,1,1,1,1,13836.404924139031,13836.404924139031,13836.404924139031,0.0
torus_mesh_switch_1,L1,0.5,64,8192,8,8,2,8,1,8,2,1,99772.36224164684,99772.36224164684,99772.36224164684,0.0
torus_mesh_mesh_3,L3,1.5,16,8192,7,8,8,8,1,2,2,1,86972.54285190739,102197.78236513962,86972.54285190739,0.0
torus_mesh_mesh_3,L3,4.0,64,1024,5,8,2,16,1,4,2,1,109023.95299873399,177690.28729293396,109023.952998734,1.3347447811340898e-16
torus_mesh_switch_1,L1,0.5,16,8192,8,8,8,2,1,8,2,1,84021.97781359262,84021.97781359262,84021.97781359262,0.0
torus_mesh_switch_1,L1,0.5,1,1024,8,8,16,16,1,1,1,1,12996.331067791183,12996.331067791183,12996.331067791183,0.0
torus_mesh_switch_1,L1,1.0,256,1024,8,8,1,16,2,8,1,1,176609.40460451043,176609.40460451043,176609.40460451043,0.0
torus_mesh_mesh_3,L1,3.0,1,8192,7,8,64,4,1,1,1,1,12710.504715084408,14178.251127300893,12710.504715084408,0.0
torus_mesh_mesh_3,L3,0.5,4,8192,8,8,32,2,1,2,2,1,76690.11470770676,76690.11470770676,76690.11470770676,0.0
torus_mesh_mesh_3,L3,1.5,16,1024,7,8,8,8,1,2,2,1,125760.08417346312,147734.66201133482,125760.08417346312,0.0
torus_mesh_switch_1,L1,1.0,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_mesh_3,L1,4.0,1,8192,7,8,64,4,1,1,1,1,12745.792037603029,14222.173265658286,12745.792037603029,0.0
torus_mesh_mesh_3,L3,4.0,256,1024,5,8,1,64,1,4,1,1,117353.15457306422,193825.6728557365,117353.15457306422,0.0
torus_mesh_switch_1,L1,1.0,1024,1024,8,8,2,8,2,8,1,1,170447.21525724884,170447.21525724884,170447.21525724884,0.0
torus_mesh_switch_1,L1,1.0,64,1024,8,8,2,8,1,8,2,1,162079.13821308909,162079.13821308909,162079.13821308909,0.0
torus_mesh_switch_1,L1,0.5,16,1024,8,8,8,4,1,4,2,1,115247.91345831315,115247.91345831315,115247.91345831317,1.2626619252096472e-16
torus_mesh_switch_1,L1,1.0,64,8192,8,8,2,8,1,8,2,1,99775.70022973735,99775.70022973735,99775.70022973735,0.0
torus_mesh_mesh_3,L3,1.0,4,1024,8,8,32,2,1,2,2,1,68081.68919541845,68081.68919541845,68081.68919541845,0.0
torus_mesh_mesh_3,L3,3.0,1024,1024,6,8,1,64,4,1,1,1,152793.42392648093,207518.57414810674,150892.72336422998,0.012596369923438723
torus_mesh_switch_1,L1,1.0,1,1024,8,8,16,16,1,1,1,1,13114.514561130054,13114.514561130054,13114.514561130054,0.0
torus_mesh_switch_1,L1,1.5,256,1024,8,8,1,16,2,8,1,1,176609.40460451043,176609.40460451043,176609.40460451043,0.0
torus_mesh_mesh_3,L3,2.0,1,1024,7,8,64,4,1,1,1,1,14090.896599346339,15701.377003987107,14090.89659934634,1.2908968501196986e-16
torus_mesh_switch_1,L1,0.25,4,8192,8,8,32,1,1,4,2,1,56544.220444950435,56544.220444950435,56544.22044495044,1.2867729994203482e-16
torus_mesh_switch_1,L1,1.5,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_switch_1,L1,1.0,16,8192,8,8,8,2,1,8,2,1,84217.81206619609,84217.81206619609,84217.81206619609,0.0
torus_mesh_mesh_3,L2,4.0,4,8192,3,8,32,2,1,2,2,1,30685.8075049695,77163.27465092491,30685.8075049695,0.0
torus_mesh_switch_1,L1,1.5,1024,1024,8,8,2,8,2,8,1,1,170448.84340949034,170448.84340949034,170448.84340949034,0.0
torus_mesh_switch_1,L1,1.5,64,1024,8,8,2,8,1,8,2,1,162102.62011168085,162102.62011168085,162102.62011168085,0.0
torus_mesh_switch_1,L1,2.0,256,1024,8,8,1,16,2,8,1,1,176609.40460451043,176609.40460451043,176609.40460451043,0.0
torus_mesh_switch_1,L1,1.5,64,8192,8,8,2,8,1,8,2,1,99776.81294206844,99776.81294206844,99776.81294206844,0.0
torus_mesh_switch_1,L1,2.0,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_switch_1,L1,1.0,16,1024,8,8,8,4,1,4,2,1,115827.1616821599,115827.1616821599,115827.1616821599,0.0
torus_mesh_switch_1,L1,2.0,1024,1024,8,8,2,8,2,8,1,1,170449.6574972755,170449.6574972755,170449.6574972755,0.0
torus_mesh_mesh_3,L3,2.0,16,1024,7,8,8,8,1,2,2,1,125760.08417346312,147734.66201133482,125760.08417346312,0.0
torus_mesh_switch_1,L1,1.5,16,8192,8,8,8,2,1,8,2,1,84217.95391923239,84217.95391923239,84217.95391923239,0.0
torus_mesh_switch_1,L1,2.0,64,1024,8,8,2,8,1,8,2,1,162114.36361269088,162114.36361269088,162114.36361269088,0.0
torus_mesh_mesh_3,L3,2.0,16,8192,7,8,8,8,1,2,2,1,86972.54285190739,102197.78236513962,86972.54285190739,0.0
torus_mesh_mesh_3,L3,1.0,4,8192,8,8,32,2,1,2,2,1,76690.11470770676,76690.11470770676,76690.11470770676,0.0
torus_mesh_switch_1,L1,2.0,64,8192,8,8,2,8,1,8,2,1,99777.3693075409,99777.3693075409,99777.3693075409,0.0
torus_mesh_mesh_3,L2,0.25,1,8192,9,8,64,4,1,1,1,1,11699.83201816635,11259.657083834107,11699.83201816635,0.0
torus_mesh_switch_1,L1,3.0,256,1024,7,8,1,16,2,8,1,1,148422.69698825915,176609.40460451043,148422.69698825915,0.0
torus_mesh_switch_1,L1,2.0,16,8192,8,8,8,2,1,8,2,1,84257.12612837319,84257.12612837319,84257.12612837319,0.0
torus_mesh_switch_1,L1,3.0,1024,1024,7,8,2,8,2,8,1,1,144637.68685060163,170450.4715928371,144637.68685060163,0.0
torus_mesh_switch_1,L1,3.0,256,8192,7,8,1,16,16,1,1,1,99269.56866056564,114311.9113806671,91273.56812900412,0.08760477644809651
torus_mesh_switch_1,L1,3.0,64,1024,7,8,2,8,1,8,2,1,136374.63184708552,162126.10881533666,136374.63184708552,0.0
torus_mesh_switch_1,L1,0.5,4,8192,8,8,32,1,1,4,2,1,57990.39706475532,57990.39706475532,57990.39706475532,0.0
torus_mesh_switch_1,L1,3.0,64,8192,7,8,2,8,1,8,2,1,85470.68768253188,99777.92567921807,85470.68768253188,0.0
torus_mesh_mesh_3,L3,3.0,1,1024,6,8,64,4,1,1,1,1,14272.861770730497,16154.570427322797,14272.861770730497,0.0
torus_mesh_switch_1,L1,2.0,16,1024,8,8,8,4,1,4,2,1,116030.71563732912,116030.71563732912,116030.71563732912,0.0
torus_mesh_mesh_3,L3,1.5,4,1024,7,8,32,2,1,2,1,2,61263.16960144669,68081.68919541845,61263.16960144669,0.0
torus_mesh_switch_1,L1,4.0,256,1024,7,8,1,16,2,8,1,1,148422.69698825915,176609.40460451043,148422.69698825915,0.0
torus_mesh_mesh_3,L3,4.0,1024,1024,5,8,1,64,4,1,1,1,125346.90584733401,207518.57414810674,125346.905847334,1.1609313472875292e-16
torus_mesh_mesh_3,L3,4.0,256,8192,5,8,1,64,4,1,1,1,70912.3070309003,114312.59359558909,70912.3070309003,0.0
torus_mesh_switch_1,L1,1.5,1,1024,8,8,32,8,1,1,1,1,13300.872805751529,13300.872805751529,13300.872805751527,1.3675714594904584e-16
torus_mesh_switch_1,L1,1.0,4,8192,8,8,32,1,1,4,2,1,59569.39287017199,59569.39287017199,59569.39287017199,0.0
torus_mesh_switch_1,L1,4.0,64,1024,7,8,2,8,1,8,2,1,136378.26786088748,162131.98205488856,136378.26786088748,0.0
torus_mesh_switch_1,L1,4.0,1024,1024,7,8,2,8,2,8,1,1,144637.94323075534,170450.8786435341,144637.94323075534,0.0
torus_mesh_switch_1,L1,1.5,16,1024,8,8,8,4,1,4,2,1,115829.30827096256,115829.30827096256,115829.30827096256,0.0
torus_mesh_switch_1,L1,4.0,64,8192,7,8,2,8,1,8,2,1,85470.86628877616,99778.20386738348,85470.86628877616,0.0
torus_mesh_switch_1,L1,0.25,4,1024,8,8,16,4,1,2,2,1,53841.10188738091,53841.10188738091,53841.10188738091,0.0
torus_mesh_mesh_3,L3,3.0,16,1024,6,8,8,8,1,2,2,1,118266.97621003642,147734.66201133482,118266.97621003642,0.0
torus_mesh_switch_1,L1,4.0,256,8192,7,8,1,16,16,1,1,1,99269.56866056564,114311.9113806671,91273.56812900412,0.08760477644809651
torus_mesh_switch_1,L1,3.0,16,1024,7,8,8,4,1,4,1,2,101777.41872647942,116066.26918333436,101777.41872647942,0.0
torus_mesh_mesh_3,L3,3.0,16,8192,6,8,8,8,1,2,2,1,75943.51729214343,102197.78236513962,75943.51729214343,0.0
torus_mesh_switch_1,L1,2.0,1,1024,8,8,32,8,1,1,1,1,13404.498105477865,13404.498105477865,13404.498105477864,1.356999261913813e-16
torus_mesh_switch_1,L2,0.25,256,1024,9,8,1,16,2,8,1,1,189517.55265189672,175049.0088778472,189517.55265189672,0.0
torus_mesh_switch_1,L2,0.25,256,8192,9,8,1,4,4,16,1,1,110980.7717957303,102685.01239810762,110980.7717957303,0.0
torus_mesh_switch_1,L2,0.25,1024,1024,9,8,1,16,1,16,1,1,185088.2438427017,169346.7593330118,185088.2438427017,0.0
torus_mesh_switch_1,L1,1.5,4,8192,8,8,32,1,1,4,2,1,60115.00818217065,60115.00818217065,60115.00818217065,0.0
torus_mesh_switch_1,L2,0.25,64,1024,9,8,2,8,1,8,2,1,173531.9466784669,160690.61566598935,173531.9466784669,0.0
torus_mesh_switch_1,L2,0.25,64,8192,9,8,2,8,1,8,2,1,109562.79802677085,99354.04432177005,109562.79802677083,1.3281803212812438e-16
torus_mesh_switch_1,L1,3.0,16,8192,7,8,8,4,1,4,1,2,73560.92343529685,84257.96284217414,73560.92343529685,0.0
torus_mesh_switch_1,L1,3.0,1,1024,7,8,32,8,1,1,1,1,12180.659347359559,13509.750744956442,12180.65934735956,1.4933423156113175e-16
torus_mesh_switch_1,L1,4.0,16,1024,7,8,8,4,1,4,1,2,101789.38436569707,116084.05412819247,101789.38436569709,1.429610299644452e-16
torus_mesh_switch_1,L2,0.5,256,1024,9,8,1,16,2,8,1,1,191445.2326284455,176465.5635077159,191445.2326284455,0.0
torus_mesh_mesh_3,L2,0.5,1,8192,9,8,64,4,1,1,1,1,13141.917631857701,12588.209120183123,13141.9176318577,1.3841126192545844e-16
torus_mesh_switch_1,L2,0.25,1,1024,9,8,16,16,1,1,1,1,13112.739674129682,12015.748936951493,13112.739674129682,0.0
torus_mesh_switch_1,L1,1.0,4,1024,8,8,32,2,1,2,2,1,56623.56208589452,56623.56208589452,56623.56208589452,0.0
torus_mesh_mesh_3,L3,1.5,4,8192,7,8,32,2,1,2,1,2,66953.39349445692,76690.11470770676,66953.39349445692,0.0
torus_mesh_switch_1,L1,2.0,4,8192,8,8,32,1,1,4,2,1,60391.581182341295,60391.581182341295,60391.581182341295,0.0
torus_mesh_switch_1,L2,0.25,16,8192,9,8,8,2,1,8,2,1,90984.86696269031,83338.22631499021,90984.86696269031,0.0
torus_mesh_switch_1,L2,0.5,64,1024,9,8,2,8,1,8,2,1,174947.12101550167,161839.53831641015,174947.12101550167,0.0
torus_mesh_switch_1,L2,0.5,256,8192,9,8,1,16,1,16,1,1,111016.13454940153,103056.49515978999,111016.13454940153,0.0
torus_mesh_switch_1,L2,0.5,1024,1024,9,8,1,16,1,16,1,1,187075.58901029342,170413.5166712775,187075.58901029345,1.5557257155091638e-16
torus_mesh_switch_1,L2,1.0,256,1024,8,8,1,16,2,8,1,1,176609.40460451043,176609.40460451043,176609.40460451043,0.0
torus_mesh_switch_1,L2,0.5,64,8192,9,8,2,8,1,8,2,1,110169.84258211353,99752.5120406396,110169.84258211352,1.320861942552091e-16
torus_mesh_switch_1,L1,4.0,1,1024,7,8,32,8,1,1,1,1,12223.924698660827,13562.99934363319,12223.924698660829,1.488056780769545e-16
torus_mesh_switch_1,L1,0.5,4,1024,8,8,16,4,1,2,2,1,56414.57317060627,56414.57317060627,56414.57317060627,0.0
torus_mesh_switch_1,L2,0.5,1,1024,9,8,16,16,1,1,1,1,14430.732499108928,12989.094018145694,14430.732499108928,0.0
torus_mesh_switch_1,L2,1.0,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_switch_1,L1,4.0,16,8192,7,8,8,4,1,4,1,2,73561.7056363145,84259.15348826208,73561.7056363145,0.0
torus_mesh_mesh_3,L3,3.0,64,8192,6,8,2,32,2,1,1,2,83522.60926288307,112564.86116386372,80366.53410706867,0.03927101237947753
torus_mesh_switch_1,L2,1.0,1024,1024,8,8,2,8,2,8,1,1,170447.21525724884,170447.21525724884,170447.21525724884,0.0
torus_mesh_mesh_3,L3,2.0,4,1024,7,8,32,2,1,2,1,2,61263.16960144669,68081.68919541845,61263.16960144669,0.0
torus_mesh_switch_1,L1,1.5,4,1024,8,8,32,2,1,2,2,1,57101.871222812275,57101.871222812275,57101.87122281228,1.2742065116907536e-16
torus_mesh_switch_1,L2,0.25,16,1024,9,8,8,4,1,4,2,1,123282.22630065039,113301.73842816672,123282.2263006504,1.180374143542708e-16
torus_mesh_switch_1,L1,3.0,4,8192,7,8,32,1,1,4,2,1,54485.547006196364,60670.71082104004,54485.54700619637,1.3353922304122168e-16
torus_mesh_switch_1,L2,0.5,16,8192,9,8,8,2,1,8,2,1,91809.04220291486,84009.82801240124,91809.04220291486,0.0
torus_mesh_switch_1,L2,1.0,64,1024,8,8,2,8,1,8,2,1,162079.13821308909,162079.13821308909,162079.13821308909,0.0
torus_mesh_switch_1,L2,1.5,256,1024,7,8,1,16,2,8,1,1,148452.13476768392,176657.40376122744,148452.13476768392,0.0
torus_mesh_switch_1,L2,1.0,64,8192,8,8,2,8,1,8,2,1,99775.70022973735,99775.70022973735,99775.70022973735,0.0
torus_mesh_mesh_3,L1,2.0,1,8192,8,8,64,4,1,1,1,1,14091.21571929595,14091.21571929595,14091.21571929595,0.0
torus_mesh_mesh_3,L3,4.0,16,1024,5,8,8,8,1,2,2,1,94452.90730622415,147734.66201133482,94452.90730622417,1.5406529712408253e-16
torus_mesh_switch_1,L2,0.5,16,1024,9,8,8,4,1,4,2,1,125348.49641888797,115044.59345164082,125348.49641888795,1.160916616002912e-16
torus_mesh_mesh_3,L3,4.0,16,8192,5,8,8,8,1,2,2,1,62714.36774241694,102197.78236513962,62714.36774241694,0.0
torus_mesh_switch_1,L2,1.5,1024,1024,7,8,2,8,2,8,1,1,144642.742248933,170458.45108110545,144642.742248933,0.0
torus_mesh_switch_1,L2,1.5,256,8192,7,8,1,16,16,1,1,1,99271.0854909692,114314.21007789859,91274.85044269224,0.08760611504148631
torus_mesh_switch_1,L1,2.0,4,1024,8,8,32,2,1,2,2,1,57344.068914900534,57344.068914900534,57344.06891490053,1.2688247890084428e-16
torus_mesh_switch_1,L2,1.0,16,8192,8,8,8,2,1,8,2,1,84217.81206619609,84217.81206619609,84217.81206619609,0.0
torus_mesh_switch_1,L2,2.0,256,1024,6,8,1,16,2,8,1,1,131103.37504400767,176681.41312487534,131103.37504400767,0.0
torus_mesh_switch_1,L2,1.5,64,1024,7,8,2,8,1,8,2,1,136393.67981758245,162159.16257755802,136393.67981758245,0.0
torus_mesh_switch_1,L2,1.0,1,1024,8,8,16,16,1,1,1,1,13114.514561130054,13114.514561130054,13114.514561130054,0.0
torus_mesh_switch_1,L2,1.5,64,8192,7,8,2,8,1,8,2,1,85474.17578809668,99783.43202196063,85474.17578809668,0.0
torus_mesh_switch_1,L1,4.0,4,8192,7,8,32,1,1,4,2,1,54598.85735876951,60811.245483722916,54598.85735876951,0.0
torus_mesh_mesh_3,L3,4.0,1,1024,5,8,64,4,1,1,1,1,12540.787892535469,16279.49510593761,12540.787892535467,1.4504586307759468e-16
torus_mesh_switch_1,L2,2.0,1024,1024,6,8,2,8,2,8,1,1,127908.65064764165,170464.06954854837,127908.65064764164,1.1376803018940423e-16
torus_mesh_switch_1,L2,2.0,256,8192,6,8,1,16,16,1,1,1,84925.13439835978,114315.35946118305,81385.88890386924,0.04348721310485398
torus_mesh_switch_1,L2,2.0,64,1024,6,8,2,8,1,8,2,1,121573.70607631831,162199.20440031384,121573.70607631833,1.1969623776404278e-16
torus_mesh_switch_1,L2,3.0,256,1024,5,8,1,16,2,8,1,1,107951.6652747903,176688.61720662785,107951.6652747903,0.0
torus_mesh_switch_1,L2,1.0,16,1024,8,8,8,4,1,4,2,1,115827.1616821599,115827.1616821599,115827.1616821599,0.0
torus_mesh_switch_1,L2,2.0,64,8192,6,8,2,8,1,8,2,1,74779.46648246935,99787.2983674522,74779.46648246935,0.0
torus_mesh_switch_1,L1,3.0,4,1024,7,8,32,2,1,2,2,1,53454.46952266301,57588.32992246037,53454.46952266301,0.0
torus_mesh_switch_1,L2,3.0,256,8192,5,8,1,16,16,1,1,1,70911.3348248887,114315.70428067548,70911.3348248887,0.0
torus_mesh_switch_1,L2,3.0,64,1024,5,8,2,8,1,8,2,1,100464.7658044327,162211.2208035485,100464.7658044327,0.0
torus_mesh_switch_1,L2,3.0,64,8192,5,8,2,8,1,8,2,1,62091.910185085144,99788.4583295265,62091.91018508514,1.1718044415923213e-16
torus_mesh_mesh_3,L3,3.0,4,1024,6,8,32,2,1,2,2,1,57830.88580706863,68081.68919541845,57830.88580706863,0.0
torus_mesh_switch_1,L2,0.25,4,8192,9,8,32,1,1,4,2,1,57285.90168077483,55111.44006506469,57285.90168077483,0.0
torus_mesh_switch_1,L2,1.5,16,1024,7,8,8,4,1,4,1,2,101753.81769265591,116005.99222748123,101753.81769265592,1.4301100006213463e-16
torus_mesh_mesh_3,L3,4.0,64,8192,5,8,2,32,2,1,1,2,68979.76335050134,112564.86116386372,68534.28841097151,0.006500030128838582
torus_mesh_switch_1,L1,4.0,4,1024,7,8,32,2,1,2,2,1,53560.289311098066,57711.242426660116,53560.28931109807,1.3584612233742724e-16
torus_mesh_switch_1,L2,2.0,16,1024,6,8,8,4,1,4,2,1,94578.32926031634,116090.58309808726,94578.32926031634,0.0
torus_mesh_switch_1,L2,0.5,4,8192,9,8,32,1,1,4,2,1,59813.400176097,57429.530918023775,59813.400176097,0.0
torus_mesh_switch_1,L2,4.0,256,8192,3,8,1,16,16,1,1,1,42783.374324358854,114315.70428067548,42783.37432435885,1.7006507151636324e-16
torus_mesh_switch_1,L2,3.0,1024,1024,5,8,1,32,8,1,1,1,111055.6383176696,170465.75516100603,110958.56181421073,0.0008748897054146622
torus_mesh_switch_1,L2,1.5,16,8192,7,8,8,4,1,4,1,2,73632.16955794168,84239.99106089355,73632.16955794168,0.0
torus_mesh_switch_1,L2,3.0,16,1024,5,8,8,4,1,4,2,1,79014.42077475785,116358.98834526599,79014.42077475785,0.0
torus_mesh_switch_1,L2,4.0,1024,1024,3,8,1,32,8,1,1,1,72347.17632051157,170465.75516100603,72347.17632051157,0.0
torus_mesh_switch_1,L2,1.5,1,1024,7,8,32,8,1,1,1,1,12017.617735454847,13309.461083448254,12017.617735454847,0.0
torus_mesh_switch_1,L3,0.25,256,1024,9,8,1,16,2,8,1,1,172658.22260789896,160368.1379548357,172658.22260789896,0.0
torus_mesh_switch_1,L2,2.0,16,8192,6,8,8,4,1,4,1,2,67499.81302504135,84250.74851358563,67499.81302504135,0.0
torus_mesh_switch_1,L2,1.0,4,8192,8,8,32,1,1,4,2,1,59569.39287017199,59569.39287017199,59569.39287017199,0.0
torus_mesh_switch_1,L3,0.25,64,1024,9,8,2,8,1,8,2,1,145931.27481219728,136673.5342799578,145931.27481219728,0.0
torus_mesh_switch_1,L2,2.0,1,1024,6,8,32,8,1,1,1,1,11888.455095573754,13417.586358537745,11888.455095573754,0.0
torus_mesh_switch_1,L2,4.0,256,1024,3,8,2,16,1,4,2,1,67417.48343457605,176688.61720662785,67417.48343457605,0.0
torus_mesh_switch_1,L2,4.0,64,1024,3,8,2,16,1,4,2,1,65168.984895490015,162211.2208035485,65168.984895490015,0.0
torus_mesh_switch_1,L3,0.25,1024,1024,9,8,1,16,1,16,1,1,168988.4680993097,154849.26893565987,168988.4680993097,0.0
torus_mesh_switch_1,L3,0.25,256,8192,9,8,1,16,1,16,1,1,104378.8628594496,97311.54774496093,104378.8628594496,0.0
torus_mesh_switch_1,L2,3.0,16,8192,5,8,8,4,1,4,1,2,57333.962411490014,84279.8948144326,57333.962411490014,0.0
torus_mesh_mesh_3,L3,3.0,4,8192,6,8,32,2,1,2,1,2,59619.64008720558,76690.11470770676,59619.64008720558,0.0
torus_mesh_switch_1,L3,0.25,1,1024,9,8,16,16,1,1,1,1,11115.283252175514,10464.02617490586,11115.283252175514,0.0
torus_mesh_switch_1,L3,0.25,16,8192,9,8,8,2,1,8,2,1,64748.42637485378,60747.83248287836,64748.42637485378,0.0
torus_mesh_switch_1,L3,0.5,256,1024,8,8,1,16,2,8,1,1,170842.06702543126,170842.06702543126,170842.06702543126,0.0
torus_mesh_switch_1,L2,3.0,1,1024,5,8,32,8,1,1,1,1,10641.820720143864,13527.48282940362,10641.820720143864,0.0
torus_mesh_switch_1,L2,1.5,4,8192,7,8,32,1,1,4,2,1,54201.38197231416,60318.562591948175,54201.38197231416,0.0
torus_mesh_mesh_3,L3,4.0,4,1024,5,8,32,2,1,2,1,2,46805.51910126853,68081.68919541845,46805.51910126853,0.0
torus_mesh_switch_1,L3,0.5,256,8192,8,8,1,16,1,16,1,1,98100.09246143389,101071.5673122151,98100.09246143387,1.4833742622707162e-16
torus_mesh_switch_1,L2,2.0,4,8192,6,8,32,1,1,4,2,1,50818.033856253096,60700.25857403384,50818.033856253096,0.0
torus_mesh_switch_1,L3,0.5,64,1024,8,8,2,8,1,8,2,1,152622.38451472562,152622.38451472562,152622.38451472562,0.0
torus_mesh_switch_1,L3,0.5,1024,1024,8,8,1,16,1,16,1,1,164592.80818402226,164592.80818402226,164592.80818402226,0.0
torus_mesh_switch_1,L3,0.25,64,8192,9,8,2,8,1,8,2,1,97836.22304656154,89530.64133860997,97836.22304656154,0.0
torus_mesh_switch_1,L3,0.5,64,8192,8,8,2,8,1,8,2,1,96109.73055060687,96109.73055060687,96109.73055060688,1.5140938534526945e-16
torus_mesh_switch_1,L2,1.0,4,1024,8,8,32,2,1,2,2,1,56623.56208589452,56623.56208589452,56623.56208589452,0.0
torus_mesh_switch_1,L2,0.25,4,1024,9,8,16,4,1,2,2,1,57072.971546363886,51802.10093197622,57072.971546363886,0.0
torus_mesh_switch_1,L3,1.0,256,1024,8,8,1,16,2,8,1,1,176609.40460451043,176609.40460451043,176609.40460451043,0.0
torus_mesh_switch_1,L3,0.5,1,1024,8,8,16,16,1,1,1,1,12323.710828476653,12323.710828476653,12323.710828476653,0.0
torus_mesh_switch_1,L3,1.0,256,8192,8,8,1,16,2,8,1,1,103062.68617556691,103062.68617556691,101569.33584629268,0.014702767492091779
torus_mesh_mesh_3,L3,2.0,4,8192,7,8,32,2,1,2,1,2,66953.39349445692,76690.11470770676,66953.39349445692,0.0
torus_mesh_switch_1,L3,1.0,1024,1024,8,8,2,8,2,8,1,1,170447.21525724884,170447.21525724884,170447.21525724884,0.0
torus_mesh_switch_1,L2,3.0,4,8192,5,8,32,1,1,4,2,1,43795.022762466004,61086.81606560374,43795.022762466,1.6613663277780502e-16
torus_mesh_switch_1,L3,0.5,16,8192,8,8,8,2,1,8,2,1,74609.34908037871,74609.34908037871,74609.34908037871,0.0
torus_mesh_switch_1,L3,0.25,16,1024,9,8,8,2,1,8,1,2,68134.90439278049,63599.863567610744,68134.90439278049,0.0
torus_mesh_switch_1,L3,1.0,64,1024,8,8,2,8,1,8,2,1,162079.13821308909,162079.13821308909,162079.13821308909,0.0
torus_mesh_switch_1,L2,0.5,4,1024,9,8,16,4,1,2,2,1,61835.50595046094,55695.51305564568,61835.50595046094,0.0
torus_mesh_switch_1,L3,1.5,256,1024,7,8,1,16,2,8,1,1,149839.7063066637,178619.3665989887,149839.7063066637,0.0
torus_mesh_switch_1,L2,1.5,4,1024,7,8,32,2,1,2,2,1,53263.68713188827,57367.18248543977,53263.68713188827,0.0
torus_mesh_switch_1,L3,1.0,64,8192,8,8,2,8,1,8,2,1,99775.70022973735,99775.70022973735,99775.70022973735,0.0
torus_mesh_switch_1,L2,4.0,4,8192,3,8,32,1,1,4,2,1,29263.361529480455,61281.94699474068,29263.36152948045,1.2431855456615077e-16
torus_mesh_switch_1,L3,1.0,16,8192,8,8,8,2,1,8,2,1,84217.81206619609,84217.81206619609,84217.81206619609,0.0
torus_mesh_switch_1,L3,1.5,256,8192,7,8,1,16,16,1,1,1,99269.56866056564,114311.9113806671,99269.56866056564,0.0
torus_mesh_switch_1,L2,4.0,64,8192,3,8,2,32,2,1,2,1,39446.07086050084,99788.4583295265,39446.07086050084,0.0
torus_mesh_switch_1,L3,0.5,16,1024,8,8,8,4,1,4,2,1,83442.77032356075,83442.77032356075,83442.77032356075,0.0
torus_mesh_switch_1,L3,1.0,1,1024,8,8,16,16,1,1,1,1,13114.514561130054,13114.514561130054,13114.514561130054,0.0
torus_mesh_switch_1,L2,2.0,4,1024,6,8,32,2,1,2,2,1,51400.609531823764,57746.36540623989,51400.60953182376,1.415539169759971e-16
torus_mesh_switch_1,L3,1.5,64,1024,7,8,2,8,1,8,2,1,138756.39662603562,165497.3071276621,138756.39662603562,0.0
torus_mesh_mesh_3,L3,4.0,4,8192,5,8,32,2,1,2,2,1,49148.201256055436,76690.11470770676,49148.20125605544,1.480411780743852e-16
torus_mesh_switch_1,L3,1.5,64,8192,7,8,2,8,1,8,2,1,86410.39269344088,101060.63858328173,86410.39269344088,0.0
torus_mesh_switch_1,L3,2.0,256,1024,7,8,1,16,2,8,1,1,150558.40590064228,179641.60206141835,150558.40590064228,0.0
torus_mesh_switch_1,L3,1.5,1024,1024,7,8,1,32,8,1,1,1,155858.07943117348,180952.05191732728,155858.07943117348,0.0
torus_mesh_switch_1,L3,1.0,16,1024,8,8,8,4,1,4,2,1,115827.1616821599,115827.1616821599,115827.1616821599,0.0
torus_mesh_switch_1,L2,3.0,4,1024,5,8,32,2,1,2,2,1,43514.59914290319,58130.594290699904,43514.59914290319,0.0
torus_mesh_switch_1,L2,4.0,16,8192,3,8,8,8,1,2,2,1,36439.92182458856,84292.78974718267,36439.92182458856,0.0
torus_mesh_switch_1,L3,2.0,256,8192,7,8,1,16,16,1,1,1,99269.56866056564,114311.9113806671,99269.56866056564,0.0
torus_mesh_switch_1,L2,4.0,16,1024,3,8,8,8,1,2,2,1,55412.31219327641,116413.5476669952,55412.31219327641,0.0
torus_mesh_switch_1,L3,2.0,1024,1024,7,8,1,32,8,1,1,1,161847.45705525545,189092.02796798263,161847.45705525545,0.0
