baseline_noc,scaled_layer,bw_multiplier,bs,orig_sm_count,baseline_sm_count,tp,ep,dp,pp,stps_logic_die,stps_noc_to_dram,orig_stps_from_csv
torus_mesh_switch_1,L3,1.0,64,8,8,16,16,1,1,5086.777173475199,5086.777173475199,5086.777173475199
torus_mesh_switch_1,L3,1.5,1,7,8,16,16,1,1,73.02681761410057,76.39907440262085,73.02681761410057
torus_mesh_switch_1,L3,0.25,1024,9,8,4,32,1,2,24417.84510939559,24630.45542860505,24417.84510939559
torus_mesh_switch_1,L3,1.5,256,7,8,8,16,1,2,11098.283495697451,11569.783383014614,11098.283495697451
torus_mesh_switch_1,L2,4.0,16,3,8,32,8,1,1,723.8749411886927,1318.5701835926009,723.8749411886927
torus_mesh_switch_1,L2,2.0,1,6,8,32,8,1,1,71.02668206021019,76.38759656486866,71.02668206021019
torus_mesh_switch_1,L3,1.5,4096,7,8,1,32,1,8,44726.6871416797,51729.24361245184,44726.6871416797
torus_mesh_switch_1,L3,2.0,256,7,8,8,16,1,2,11131.287586367966,11605.651844518556,11131.287586367966
torus_mesh_switch_1,L3,1.5,64,7,8,16,16,1,1,4739.961682786078,5135.050169201642,4739.961682786078
torus_mesh_switch_1,L2,2.0,1024,6,8,4,32,1,2,30697.994351436937,38081.35320744355,30697.994351436937
torus_mesh_switch_1,L3,2.0,4096,7,8,1,32,1,8,44857.26587636481,52557.35386460257,44857.26587636481
torus_mesh_switch_1,L3,0.25,16,9,8,32,8,1,1,1177.5444246256084,1226.3970928656868,1177.5444246256084
torus_mesh_switch_1,L2,3.0,1,5,8,32,8,1,1,62.51112329039524,76.39913578245029,62.51112329039524
torus_mesh_switch_1,L3,3.0,256,6,8,8,16,1,2,9562.637419051038,11641.743453781251,9562.637419051038
torus_mesh_switch_1,L3,2.0,64,7,8,16,16,1,1,4746.892960721728,5159.531943891866,4746.892960721728
torus_mesh_switch_1,L3,1.0,4096,8,8,1,32,1,8,50140.90563323316,50140.90563323316,50140.90563323316
torus_mesh_switch_1,L3,1.0,1024,8,8,4,32,1,2,38061.037122151036,38061.037122151036,38061.03712215104
torus_mesh_mesh_3,L3,3.0,1024,6,8,4,32,1,2,30600.97623939254,37983.65034615577,30600.97623939254
torus_mesh_switch_1,L3,0.5,16,8,8,32,8,1,1,1285.8719679173912,1285.8719679173912,1285.8719679173912
torus_mesh_switch_1,L3,3.0,64,6,8,16,16,1,1,4582.80891807393,5178.446288703359,4582.80891807393
torus_mesh_switch_1,L3,4.0,256,5,8,8,16,1,2,8599.406740646682,11659.873590756159,8599.406740646682
torus_mesh_switch_1,L3,1.5,1024,7,8,4,32,1,2,35309.269194477834,38590.42319174048,35309.269194477834
torus_mesh_switch_1,L3,4.0,4096,5,8,1,32,1,8,33717.345380739345,52866.238810236195,33717.345380739345
torus_mesh_switch_1,L3,1.0,16,8,8,32,8,1,1,1317.826464448199,1317.826464448199,1317.826464448199
torus_mesh_switch_1,L3,4.0,64,5,8,16,16,1,1,3783.200064328053,5178.446288703359,3783.200064328053
torus_mesh_switch_1,L3,0.5,1024,8,8,4,32,1,2,34114.513527549476,34114.513527549476,34114.51352754948
torus_mesh_switch_1,L3,2.0,1024,7,8,4,32,1,2,35535.4778141907,38860.68419180648,35535.4778141907
torus_mesh_switch_1,L3,3.0,4096,6,8,1,32,1,8,39327.64466014804,52762.873859484236,39327.64466014804
torus_mesh_switch_1,L3,1.5,16,7,8,32,8,1,1,1233.3366876119603,1328.8338535124199,1233.3366876119603
torus_mesh_switch_1,L3,3.0,1024,6,8,4,32,1,2,31237.857137497238,39134.762147125504,31237.85713749724
torus_mesh_switch_1,L3,2.0,16,7,8,32,8,1,1,1235.4274501246548,1334.4067963722005,1235.4274501246548
torus_mesh_switch_1,L3,4.0,1024,5,8,4,32,1,2,27821.215667547724,39273.257873900366,27821.215667547724
torus_mesh_switch_1,L3,3.0,16,6,8,32,8,1,1,1199.4304654849543,1335.7276267298625,1199.4304654849543
torus_mesh_switch_1,L3,4.0,16,5,8,32,8,1,1,1014.4435275853386,1348.563605126124,1014.4435275853386
torus_mesh_switch_1,L1,3.0,4,7,8,16,16,1,1,291.5877374347454,311.18917659110696,291.5877374347454
torus_mesh_switch_1,L1,4.0,4,7,8,16,16,1,1,291.5916458621864,311.2028481380629,291.5916458621864
torus_mesh_switch_1,L3,2.0,1,7,8,32,8,1,1,73.8168768504191,77.11476946244062,73.8168768504191
torus_mesh_switch_1,L2,0.5,4,9,8,16,16,1,1,310.76304209242494,310.85733250655176,310.76304209242494
torus_mesh_switch_1,L2,1.5,4,7,8,16,16,1,1,291.6857409600183,311.15408990246925,291.6857409600183
torus_mesh_switch_1,L2,0.25,4,9,8,32,8,1,1,308.17314965233584,308.86034712949777,308.17314965233584
torus_mesh_switch_1,L1,0.25,4,8,8,128,2,1,1,310.5888154838814,310.5888154838814,310.5888154838814
torus_mesh_switch_1,L3,0.25,4,9,8,16,16,1,1,304.12117385433237,299.5828486788729,304.1211738543324
torus_mesh_switch_1,L1,0.5,4,8,8,128,2,1,1,310.9159976963872,310.9159976963872,310.9159976963872
torus_mesh_switch_1,L2,2.0,4,6,8,32,8,1,1,283.65998495196436,311.19122442195624,283.6599849519644
torus_mesh_switch_1,L1,1.0,4,8,8,128,2,1,1,311.0798474458426,311.0798474458426,311.0798474458426
torus_mesh_switch_1,L2,3.0,4,5,8,32,8,1,1,249.52569411239557,311.2283678064565,249.5256941123956
torus_mesh_switch_1,L1,1.5,4,8,8,128,2,1,1,311.13450241383293,311.13450241383293,311.13450241383293
torus_mesh_switch_1,L3,1.5,4,7,8,16,16,1,1,291.79227494174165,312.4119984407082,291.79227494174165
torus_mesh_mesh_3,L2,4.0,1,3,8,64,4,1,1,46.269556769127625,75.20695811638187,46.269556769127625
torus_mesh_mesh_3,L2,4.0,4,3,8,64,4,1,1,184.35870939507515,297.6163806642575,184.35870939507515
torus_mesh_switch_1,L1,2.0,4,8,8,128,2,1,1,311.1618371006766,311.1618371006766,311.1618371006766
torus_mesh_switch_1,L3,2.0,4,7,8,32,8,1,1,295.02605830118387,313.08236184017017,295.02605830118387
torus_mesh_switch_1,L3,3.0,4,6,8,32,8,1,1,286.888989163609,315.6869858715362,286.888989163609
torus_mesh_switch_1,L3,4.0,4,5,8,32,8,1,1,252.50013955605058,316.9521229849312,252.50013955605056
torus_mesh_switch_1,L2,1.0,4,8,8,128,2,1,1,311.0798474458426,311.0798474458426,311.0798474458426
torus_mesh_switch_1,L2,4.0,4,3,8,64,4,1,1,183.5245465409257,311.24694282407876,183.5245465409257
torus_mesh_switch_1,L2,4.0,1,3,8,128,2,1,1,46.55574323586438,76.40357722898932,46.55574323586438
torus_mesh_switch_1,L3,0.5,4,8,8,128,2,1,1,307.1507009724126,307.1507009724126,307.1507009724126
torus_mesh_switch_1,L3,1.0,4,8,8,128,2,1,1,311.0798474458426,311.0798474458426,311.0798474458426
torus_mesh_switch_1,L3,3.0,1,6,8,128,2,1,1,72.37889730024696,77.41820518535843,72.37889730024696
torus_mesh_switch_1,L3,4.0,1,5,8,128,2,1,1,63.358369718728305,77.71355738411836,63.35836971872831
