hw_idx,m,n,L1_mult,L2_mult,L3_mult,sm_count,tp,ep,dp,pp,fsdp,tp_transform_moe,scaled_stps_avg
0,7,7,1.7,0.2,1.2,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.3,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.4,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.5,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.6,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.7,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.2,1.8,6,4,32,2,1,False,replace_only,51252.97478166488
0,7,7,1.7,0.3,1.2,6,4,32,2,1,False,replace_only,52592.83697099247
0,7,7,1.7,0.3,1.3,6,4,32,2,1,False,replace_only,53159.08044593495
0,7,7,1.7,0.3,1.4,6,4,32,2,1,False,replace_only,53654.27293074676
0,7,7,1.7,0.3,1.5,6,4,32,2,1,False,replace_only,54069.030123343364
0,7,7,1.7,0.3,1.6,6,4,32,2,1,False,replace_only,54085.43342968656
0,7,7,1.7,0.3,1.7,6,4,32,2,1,False,replace_only,54085.43342968656
0,7,7,1.7,0.3,1.8,6,4,32,2,1,False,replace_only,54085.43342968656
0,7,7,1.7,0.4,1.2,6,4,32,2,1,False,replace_only,52592.83697099247
0,7,7,1.7,0.4,1.3,6,4,32,2,1,False,replace_only,53159.08044593495
0,7,7,1.7,0.4,1.4,6,4,32,2,1,False,replace_only,53654.27293074676
0,7,7,1.7,0.4,1.5,6,4,32,2,1,False,replace_only,54069.030123343364
0,7,7,1.7,0.4,1.6,6,4,32,2,1,False,replace_only,54179.239986022
0,7,7,1.7,0.4,1.7,6,4,32,2,1,False,replace_only,54276.859556716736
0,7,7,1.7,0.4,1.8,5,4,32,2,1,False,replace_only,47778.00506811673
0,7,7,1.7,0.5,1.2,6,4,32,2,1,False,replace_only,52592.83697099247
0,7,7,1.7,0.5,1.3,6,4,32,2,1,False,replace_only,53159.08044593495
0,7,7,1.7,0.5,1.4,6,4,32,2,1,False,replace_only,53654.27293074676
0,7,7,1.7,0.5,1.5,6,4,32,2,1,False,replace_only,54069.030123343364
0,7,7,1.7,0.5,1.6,6,4,32,2,1,False,replace_only,54179.239986022
0,7,7,1.7,0.5,1.7,5,4,32,2,1,False,replace_only,47721.962950085646
0,7,7,1.7,0.5,1.8,5,4,32,2,1,False,replace_only,47778.00506811673
0,7,7,1.7,0.6,1.2,6,4,32,2,1,False,replace_only,52592.83697099247
