point_id,phase,model,baseline_noc,scaled_layer,bw_multiplier,bs,minibatch,seq,orig_sm_count,baseline_sm_count,num_devices,tp,ep,dp,pp,sp,cp,onex_tp,onex_ep,onex_dp,onex_pp,kv_len_1,kv_len_2,kv_len_3,kv_len_4,tp_transform_moe,paper_logic_stps,paper_dram_stps,paper_dse_stps,paper_recon_rel_err
decode_0118,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,31471.2490419858,31471.2490419858,31471.2490419858,0
decode_0119,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,52484.491956643,52484.491956643,52484.491956643,0
decode_0120,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,1,1,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,72.0802212757674,75.2301808017872,72.0802212757674,0
decode_0121,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,4,4,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,286.781027411055,298.363829279045,286.781027411055,0
decode_0122,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,16,16,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1203.90978484974,1293.1928656889,1203.90978484974,0
decode_0123,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,64,64,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4463.5038887162,4648.55913857293,4463.5038887162,0
decode_0124,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,256,128,1,7,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,10720.4093784849,11164.3388501948,10720.4093784849,0
decode_0125,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,1024,512,1,7,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,32732.6858437819,34774.4827739825,32732.6858437819,0
decode_0126,decode,DeepSeekV3,torus_mesh_mesh_3,L3,1.5,4096,512,1,7,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,44889.9643551756,52660.8900200816,44889.9643551756,0
decode_0127,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,1,1,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,72.0833215419505,75.2403132475762,72.0833215419505,0
decode_0128,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,4,4,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,286.907725156834,298.775633669463,286.907725156834,0
decode_0129,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,16,16,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1205.36239443384,1298.23404378095,1205.36239443384,0
decode_0130,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,64,64,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4487.99429532437,4729.17730752428,4487.99429532437,0
decode_0131,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,256,128,1,7,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,10789.4485543514,11239.2262449674,10789.4485543514,0
decode_0132,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,1024,512,1,7,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,34255.5264773057,36513.5878622624,34255.5264773057,0
decode_0133,decode,DeepSeekV3,torus_mesh_mesh_3,L3,2,4096,512,1,7,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,44954.3766003858,52749.5352019599,44954.3766003858,0
decode_0134,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,1,1,1,6,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,70.1714327110523,75.2403132475762,70.1714327110523,0
decode_0135,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,4,4,1,6,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,279.454815329249,299.188576425607,279.454815329249,0
decode_0136,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,16,16,1,6,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1172.84237830714,1302.2610986737,1172.84237830714,0
decode_0137,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,64,64,1,6,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4361.07495385256,4812.64151273424,4361.07495385256,0
decode_0138,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,256,128,1,6,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,9362.5615911616,11315.1253236971,9362.5615911616,0
decode_0139,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,1024,512,1,6,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,30600.9762393925,37983.6503461558,30600.9762393925,0
decode_0140,decode,DeepSeekV3,torus_mesh_mesh_3,L3,3,4096,512,1,6,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,39342.2388290463,52838.4798301248,39342.2388290463,0
decode_0141,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,1,1,1,5,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,61.8591656858765,75.2403132475762,61.8591656858765,0
decode_0142,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,4,4,1,5,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,246.420055092065,299.191807034807,246.420055092065,0
decode_0143,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,16,16,1,5,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,988.917534873228,1302.2610986737,988.917534873228,0
decode_0144,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,64,64,1,5,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,3620.25334590721,4813.9794825662,3620.25334590721,0
decode_0145,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,256,128,1,5,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,8446.50313466044,11353.4606743789,8446.50313466044,0
decode_0146,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,1024,512,1,5,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,27396.8601601426,38315.9285645697,27396.8601601426,0
decode_0147,decode,DeepSeekV3,torus_mesh_mesh_3,L3,4,4096,512,1,5,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,33708.4894198303,52883.0649119266,33708.4894198303,0
decode_0148,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.253466157549,76.253466157549,76.253466157549,0
decode_0149,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,310.588815483881,310.588815483881,310.588815483881,0
decode_0150,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1315.51021709722,1315.51021709722,1315.51021709722,0
decode_0151,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5072.72846865555,5072.72846865555,5072.72846865555,0
decode_0152,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11481.3188538677,11481.3188538677,11481.3188538677,0
decode_0153,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,37947.6476540587,37947.6476540587,37947.6476540587,0
decode_0154,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.25,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0155,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.3215618219347,76.3215618219347,76.3215618219347,0
decode_0156,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,310.915997696387,310.915997696387,310.915997696387,0
decode_0157,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1317.05347620718,1317.05347620718,1317.05347620718,0
decode_0158,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5085.43515112807,5085.43515112807,5085.43515112807,0
decode_0159,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11492.9152201325,11492.9152201325,11492.9152201325,0
decode_0160,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,38034.6520715255,38034.6520715255,38034.6520715255,0
decode_0161,decode,DeepSeekV3,torus_mesh_switch_1,L1,0.5,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0162,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.3344167239303,76.3344167239303,76.3344167239303,0
decode_0163,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,311.079847445843,311.079847445843,311.079847445843,0
decode_0164,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1317.8264644482,1317.8264644482,1317.8264644482,0
decode_0165,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5086.7771734752,5086.7771734752,5086.7771734752,0
decode_0166,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11498.7076739601,11498.7076739601,11498.7076739601,0
decode_0167,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,38061.037122151,38061.037122151,38061.037122151,0
decode_0168,decode,DeepSeekV3,torus_mesh_switch_1,L1,1,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0169,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.3387026536476,76.3387026536476,76.3387026536476,0
decode_0170,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,311.134502413833,311.134502413833,311.134502413833,0
decode_0171,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1318.08432887593,1318.08432887593,1318.08432887593,0
decode_0172,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5087.22467169927,5087.22467169927,5087.22467169927,0
decode_0173,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11500.6397899677,11500.6397899677,11500.6397899677,0
decode_0174,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,38105.0070912526,38105.0070912526,38105.0070912526,0
decode_0175,decode,DeepSeekV3,torus_mesh_switch_1,L1,1.5,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0176,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.3408457989991,76.3408457989991,76.3408457989991,0
decode_0177,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,311.161837100677,311.161837100677,311.161837100677,0
decode_0178,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1318.21329893823,1318.21329893823,1318.21329893823,0
decode_0179,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5087.44845034331,5087.44845034331,5087.44845034331,0
decode_0180,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11501.6060915428,11501.6060915428,11501.6060915428,0
decode_0181,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,38111.0712129596,38111.0712129596,38111.0712129596,0
decode_0182,decode,DeepSeekV3,torus_mesh_switch_1,L1,2,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0183,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,1,1,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,73.0149556987779,76.3429890646927,73.0149556987779,0
decode_0184,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,4,4,1,7,8,256,16,16,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,291.587737434745,311.189176591107,291.587737434745,0
decode_0185,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,16,16,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1229.62512255969,1318.34229424271,1229.62512255969,0
decode_0186,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,64,64,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4726.93246126273,5087.67224867882,4726.93246126273,0
decode_0187,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,256,128,1,7,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11036.4176191204,11502.5725555534,11036.4176191204,0
decode_0188,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,1024,512,1,7,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,34912.1010450283,38117.1372674023,34912.1010450283,0
decode_0189,decode,DeepSeekV3,torus_mesh_switch_1,L1,3,4096,512,1,7,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,43592.8643079544,50140.9056332332,43592.8643079544,0
decode_0190,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,1,1,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,73.0159359722325,76.344060742671,73.0159359722325,0
decode_0191,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,4,4,1,7,8,256,16,16,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,291.591645862186,311.202848138063,291.591645862186,0
decode_0192,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,16,16,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1229.68124545491,1318.40680136307,1229.68124545491,0
decode_0193,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,64,64,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4727.02907492572,5087.78415523169,4727.02907492572,0
decode_0194,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,256,128,1,7,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11036.8625821739,11503.0558484849,11036.8625821739,0
decode_0195,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,1024,512,1,7,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,34914.5518808437,38120.1710196886,34914.5518808437,0
decode_0196,decode,DeepSeekV3,torus_mesh_switch_1,L1,4,4096,512,1,7,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,43592.8643079544,50140.9056332332,43592.8643079544,0
decode_0197,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,1,1,1,9,8,256,32,8,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,77.8222823113048,75.9961647146806,77.8222823113048,0
decode_0198,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,4,4,1,9,8,256,32,8,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,308.173149652336,308.860347129498,308.173149652336,0
decode_0199,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,16,16,1,9,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1235.65823253497,1289.56203864521,1235.65823253497,0
decode_0200,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,64,64,1,9,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4774.32760170635,4995.60006054245,4774.32760170635,0
decode_0201,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,256,128,1,9,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11429.0281522771,11454.8884597035,11429.0281522771,0
decode_0202,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,1024,512,1,9,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,39997.0457439299,37939.5949114984,39997.0457439299,0
decode_0203,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.25,4096,512,1,9,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,52208.9667985655,50140.9056332332,52208.9667985655,0
decode_0204,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,1,1,1,9,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,78.0943641945921,76.22827887959,78.0943641945921,0
decode_0205,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,4,4,1,9,8,256,16,16,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,310.763042092425,310.857332506552,310.763042092425,0
decode_0206,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,16,16,1,9,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1260.6778054703,1316.83614305939,1260.6778054703,0
decode_0207,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,64,64,1,9,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4846.17656846291,5074.31758464477,4846.17656846291,0
decode_0208,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,256,128,1,9,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11458.0729293143,11484.0640572017,11458.0729293143,0
decode_0209,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,1024,512,1,9,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,40086.9592498366,38020.4699903996,40086.9592498366,0
decode_0210,decode,DeepSeekV3,torus_mesh_switch_1,L2,0.5,4096,512,1,9,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,52208.9667985655,50140.9056332332,52208.9667985655,0
decode_0211,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,1,1,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,76.3344167239303,76.3344167239303,76.3344167239303,0
decode_0212,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,4,4,1,8,8,256,128,2,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,311.079847445843,311.079847445843,311.079847445843,0
decode_0213,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,16,16,1,8,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1317.8264644482,1317.8264644482,1317.8264644482,0
decode_0214,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,64,64,1,8,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,5086.7771734752,5086.7771734752,5086.7771734752,0
decode_0215,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,256,128,1,8,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11498.7076739601,11498.7076739601,11498.7076739601,0
decode_0216,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,1024,512,1,8,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,38061.037122151,38061.037122151,38061.037122151,0
decode_0217,decode,DeepSeekV3,torus_mesh_switch_1,L2,1,4096,512,1,8,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,50140.9056332332,50140.9056332332,50140.9056332332,0
decode_0218,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,1,1,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,73.0395359950564,76.3698617197559,73.0395359950564,0
decode_0219,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,4,4,1,7,8,256,16,16,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,291.685740960018,311.154089902469,291.685740960018,0
decode_0220,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,16,16,1,7,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1229.46382496416,1318.15690268339,1229.46382496416,0
decode_0221,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,64,64,1,7,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4747.06478044459,5110.99881148583,4747.06478044459,0
decode_0222,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,256,128,1,7,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,11044.6793634049,11511.5533814557,11044.6793634049,0
decode_0223,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,1024,512,1,7,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,34876.7636073248,38074.5787667307,34876.7636073248,0
decode_0224,decode,DeepSeekV3,torus_mesh_switch_1,L2,1.5,4096,512,1,7,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,43592.8643079544,50140.9056332332,43592.8643079544,0
decode_0225,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,1,1,1,6,8,256,32,8,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,71.0266820602102,76.3875965648687,71.0266820602102,0
decode_0226,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,4,4,1,6,8,256,32,8,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,283.659984951964,311.191224421956,283.659984951964,0
decode_0227,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,16,16,1,6,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1193.99491178835,1318.32218395335,1193.99491178835,0
decode_0228,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,64,64,1,6,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,4581.44958372952,5114.72308492687,4581.44958372952,0
decode_0229,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,256,128,1,6,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,9502.34662545922,11516.401545587,9502.34662545922,0
decode_0230,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,1024,512,1,6,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,30697.9943514369,38081.3532074435,30697.9943514369,0
decode_0231,decode,DeepSeekV3,torus_mesh_switch_1,L2,2,4096,512,1,6,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,38365.6368901887,50140.9056332332,38365.6368901887,0
decode_0232,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,1,1,1,5,8,256,32,8,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,62.5111232903952,76.3991357824503,62.5111232903952,0
decode_0233,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,4,4,1,5,8,256,32,8,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,249.525694112396,311.228367806457,249.525694112396,0
decode_0234,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,16,16,1,5,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,1002.30634903071,1318.48750667901,1002.30634903071,0
decode_0235,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,64,64,1,5,8,256,16,16,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,3775.05136908743,5116.7129211521,3775.05136908743,0
decode_0236,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,256,128,1,5,8,256,8,16,1,2,1,1,8,16,1,2,1024,1365,1707,2048,replace_only,8553.71657498284,11534.9640351283,8553.71657498284,0
decode_0237,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,1024,512,1,5,8,256,4,32,1,2,1,1,4,32,1,2,1024,1365,1707,2048,replace_only,27341.7194766853,38088.1300621596,27341.7194766853,0
decode_0238,decode,DeepSeekV3,torus_mesh_switch_1,L2,3,4096,512,1,5,8,256,1,32,1,8,1,1,1,32,1,8,1024,1365,1707,2048,replace_only,33213.5884437804,50140.9056332332,33213.5884437804,0
decode_0239,decode,DeepSeekV3,torus_mesh_switch_1,L2,4,1,1,1,3,8,256,128,2,1,1,1,1,16,16,1,1,1024,1365,1707,2048,replace_only,46.5557432358644,76.4035772289893,46.5557432358644,0
decode_0240,decode,DeepSeekV3,torus_mesh_switch_1,L2,4,4,4,1,3,8,256,64,4,1,1,1,1,128,2,1,1,1024,1365,1707,2048,replace_only,183.524546540926,311.246942824079,183.524546540926,0
decode_0241,decode,DeepSeekV3,torus_mesh_switch_1,L2,4,16,16,1,3,8,256,32,8,1,1,1,1,32,8,1,1,1024,1365,1707,2048,replace_only,723.874941188693,1318.5701835926,723.874941188693,0
