point_id,expected_logic_stps,expected_dram_stps
prefill_0093,164357.729949353,145527.861694201
prefill_0094,112507.117695881,101570.983080038
prefill_0095,180752.014822945,167736.138945396
prefill_0096,114247.319510746,103057.743909718
prefill_0097,202528.107715955,187103.194826046
prefill_0098,118633.070523015,112766.844204139
prefill_0099,209420.942276849,190903.546024848
prefill_0100,14316.8193889792,14316.8193889792
prefill_0101,13837.525010577,13837.525010577
prefill_0102,67620.9354630472,67620.9354630472
prefill_0103,76664.9962973902,76664.9962973902
prefill_0104,147733.391474105,147733.391474105
prefill_0105,102207.839477039,102207.839477039
prefill_0106,169311.937937442,169311.937937442
prefill_0107,103563.742686517,103563.742686517
prefill_0108,188585.468461993,188585.468461993
prefill_0109,113180.801734828,113180.801734828
prefill_0110,191043.469905852,191043.469905852
prefill_0111,13538.5208727449,14443.3800515272
prefill_0112,12531.3008260324,13955.6299989506
prefill_0113,61128.8894216335,67989.2023520372
prefill_0114,67235.9434608033,77137.8453864885
prefill_0115,125782.638364822,147770.675005984
prefill_0116,86982.1435295601,102210.075445497
prefill_0117,145116.346468254,169311.937937442
prefill_0118,88744.9918457407,103564.323092962
prefill_0119,158433.481113789,188585.468461993
prefill_0120,98313.8880565232,113180.801734828
prefill_0121,161077.46780075,191043.469905852
prefill_0122,13501.9987489887,14443.3800515272
prefill_0123,11688.7877060858,13955.6299989506
prefill_0124,57428.7027546316,67989.2023520372
prefill_0125,59621.234955738,77137.8453864885
prefill_0126,118282.711604226,147770.675005984
prefill_0127,75951.8959152366,102210.075445497
prefill_0128,127838.479968922,169311.937937442
prefill_0129,77571.8356024182,103564.323092962
prefill_0130,140089.331518571,188585.468461993
prefill_0131,84115.235633263,113180.801734828
prefill_0132,142289.188332602,191043.469905852
prefill_0133,11805.7247060704,14443.3800515272
prefill_0134,10491.2022545368,13955.6299989506
prefill_0135,46642.3350002329,67989.2023520372
prefill_0136,49146.6469852635,77137.8453864885
prefill_0137,94460.9805595385,147770.675005984
prefill_0138,62766.2275448511,102210.075445497
prefill_0139,106131.378161995,169311.937937442
prefill_0140,64341.5184393688,103564.323092962
prefill_0141,115411.495540676,188585.468461993
prefill_0142,70241.5919395236,113180.801734828
prefill_0143,117137.248120068,191043.469905852
prefill_0144,8999.50686828129,14443.3800515272
prefill_0145,7691.87423275731,13955.6299989506
prefill_0146,31091.7968289898,67989.2023520372
prefill_0147,30675.9508156,77137.8453864885
prefill_0148,61560.7763234027,147770.675005984
prefill_0149,38484.2152039526,102210.075445497
prefill_0150,67429.8187503208,169311.937937442
prefill_0151,39428.8021985408,103564.323092962
prefill_0152,71495.2031042145,188585.468461993
prefill_0153,42783.5134823114,114309.903917761
prefill_0154,75271.1825910728,203915.122888618
prefill_0155,8642.03511305872,8254.22510578089
prefill_0156,7955.85403154056,7748.89740748706
prefill_0157,76131.3818386216,67620.9354630472
prefill_0158,84107.1918431501,76664.9962973902
prefill_0159,167579.278429353,147733.391474105
prefill_0160,113365.471725019,102207.839477039
prefill_0161,182213.119045362,167039.447835623
prefill_0162,115046.287406312,103563.742686517
prefill_0163,192260.142841397,176474.107363263
prefill_0164,111091.192975406,113180.801734828
prefill_0165,187146.183560724,172180.731972817
prefill_0166,11501.0429657396,11501.0429657396
prefill_0167,10965.5080276749,10965.5080276749
prefill_0168,67620.9354630472,67620.9354630472
prefill_0169,76664.9962973902,76664.9962973902
prefill_0170,147733.391474105,147733.391474105
prefill_0171,102207.839477039,102207.839477039
prefill_0172,167039.447835623,167039.447835623
prefill_0173,103563.742686517,103563.742686517
prefill_0174,182023.962639683,182023.962639683
prefill_0175,104735.417488025,113180.801734828
prefill_0176,184312.857842327,184312.857842327
prefill_0177,14316.8193889792,14316.8193889792
prefill_0178,13837.525010577,13837.525010577
prefill_0179,67620.9354630472,67620.9354630472
prefill_0180,76664.9962973902,76664.9962973902
prefill_0181,147733.391474105,147733.391474105
prefill_0182,102207.839477039,102207.839477039
prefill_0183,169311.937937442,169311.937937442
prefill_0184,103563.742686517,103563.742686517
prefill_0185,188585.468461993,188585.468461993
prefill_0186,113180.801734828,113180.801734828
prefill_0187,191043.469905852,191043.469905852
prefill_0188,14540.1560815122,15589.0292564451
prefill_0189,14064.5061601527,15558.9761059579
prefill_0190,60831.108888293,67620.9354630472
prefill_0191,66933.4969596083,76664.9962973902
prefill_0192,125759.001021734,147733.391474105
prefill_0193,86980.7267986738,102207.839477039
prefill_0194,147850.44679605,173045.499873907
prefill_0195,89677.8628135879,104590.799358282
prefill_0196,160049.125381504,190879.038132529
prefill_0197,98313.8880565232,113180.801734828
prefill_0198,162747.771016078,193397.590632618
prefill_0199,15168.7678674811,16313.8640927083
prefill_0200,15149.3768766923,16897.6207396819
prefill_0201,60831.108888293,67620.9354630472
prefill_0202,66933.4969596083,76664.9962973902
prefill_0203,125759.001021734,147733.391474105
prefill_0204,86980.7267986738,102207.839477039
prefill_0205,149256.498740102,174974.7168883
prefill_0206,90193.2155596329,105292.474821446
prefill_0207,160869.367636631,192046.871698502
prefill_0208,99271.81010836,114313.365478423
prefill_0209,170855.892742316,203915.122888618
prefill_0210,15306.0804612258,17076.2633124532
prefill_0211,15225.1709833177,18488.294583681
prefill_0212,57388.0149033496,67620.9354630472
prefill_0213,59600.8872021363,76664.9962973902
prefill_0214,118265.970390676,147733.391474105
prefill_0215,75950.974041686,102207.839477039
prefill_0216,132143.88623492,176947.435061396
prefill_0217,83524.819447821,112567.873092889
prefill_0218,142635.625501404,193229.083279108
prefill_0219,84923.7137905415,114309.903917761
prefill_0220,152786.049887611,207508.400434766
prefill_0221,13037.3983920138,17357.8622233236
prefill_0222,13656.3256945269,19348.4627585441
prefill_0223,46618.2609393581,67620.9354630472
prefill_0224,49133.2320023575,76664.9962973902
prefill_0225,94452.0824694115,147733.391474105
prefill_0226,62765.7028689567,102207.839477039
prefill_0227,109462.315181134,177950.569481534
prefill_0228,68981.5655026386,112567.873092889
prefill_0229,117353.149400018,193825.66405817
prefill_0230,70912.7819141635,114313.365478423
prefill_0231,125340.966845215,207508.400434766
prefill_0232,12518.2515778527,12518.2515778527
prefill_0233,13596.9964328417,13596.9964328417
prefill_0234,53552.531799315,53552.531799315
prefill_0235,56552.6898455323,56552.6898455323
prefill_0236,114138.266746547,114138.266746547
prefill_0237,83505.7940835263,83505.7940835263
prefill_0238,160556.343257378,160556.343257378
prefill_0239,99415.6356784719,99415.6356784719
prefill_0240,176576.052322352,176576.052322352
prefill_0241,103053.581372229,103053.581372229
prefill_0242,169886.132355676,169886.132355676
prefill_0243,13493.9896637029,13493.9896637029
prefill_0244,13631.2758813851,13631.2758813851
prefill_0245,56097.8390842814,56097.8390842814
prefill_0246,57999.3052668491,57999.3052668491
prefill_0247,115136.160762958,115136.160762958
prefill_0248,83984.2708809329,83984.2708809329
prefill_0249,161674.775891898,161674.775891898
prefill_0250,99774.9491873449,99774.9491873449
prefill_0251,176691.2506109,176691.2506109
prefill_0252,103058.533845277,103058.533845277
prefill_0253,170449.918777324,170449.918777324
prefill_0254,13621.4418504467,13621.4418504467
prefill_0255,13648.4805040178,13648.4805040178
prefill_0256,56304.4835937632,56304.4835937632
prefill_0257,59578.7928313577,59578.7928313577
prefill_0258,115714.283352094,115714.283352094
prefill_0259,84179.9291974305,84179.9291974305
prefill_0260,161744.890764313,161744.890764313
prefill_0261,99778.2873485385,99778.2873485385
prefill_0262,176691.2506109,176691.2506109
prefill_0263,103058.533845277,103058.533845277
prefill_0264,170454.80348232,170454.80348232
prefill_0265,13822.5959768032,13822.5959768032
prefill_0266,13654.2250332677,13654.2250332677
prefill_0267,56777.3947844515,56777.3947844515
prefill_0268,60124.5811403472,60124.5811403472
prefill_0269,115716.425759019,115716.425759019
prefill_0270,84180.0709228787,84180.0709228787
prefill_0271,161768.275904766,161768.275904766
prefill_0272,99779.4001185744,99779.4001185744
prefill_0273,176691.2506109,176691.2506109
prefill_0274,103058.533845277,103058.533845277
prefill_0275,170456.431779534,170456.431779534
prefill_0276,13934.5442723124,13934.5442723124
prefill_0277,13657.0991116419,13657.0991116419
prefill_0278,57016.8419910882,57016.8419910882
prefill_0279,60401.242435441,60401.242435441
prefill_0280,115917.440409255,115917.440409255
prefill_0281,84219.2078907999,84219.2078907999
prefill_0282,161779.97101095,161779.97101095
prefill_0283,99779.9565129001,99779.9565129001
prefill_0284,176691.2506109,176691.2506109
prefill_0285,103058.533845277,103058.533845277
prefill_0286,170457.245939807,170457.245939807
