candidate_id,phase,model,bs,tier,tier_order,arch,noc,minibatch,seq,cached_kv,tp,ep,ep1,ep2,sp,cp,dp,fsdp,pp,tp_transform_moe,max_activation_gib,mem_weight_gib,kv_cache_gib,paper_utps,paper_stps,source_stats_run_id,source_candidate_count,source_tie_count,runner_up_gap_pct,kv_len_1,kv_len_2,kv_len_3,kv_len_4
prefill_deepseek_bs128_astra_space,prefill,DeepSeekV3,128,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,4,1,1,1,1,1,2,False,32,none,0.30615234375,5.54763412475586,0.0001308917999267,666.649743227234,85331.167133086,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_bc4af6fb65,14,1,0.713189440441264,,,,
prefill_deepseek_bs128_expanded_parallel,prefill,DeepSeekV3,128,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,16,1024,1024,1,16,1,16,2,1,1,False,8,none,0.0859375,7.59954833984375,6.54458999633789e-05,1355.40762643066,173492.176183124,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_7289354272,404,1,0.298916223420465,,,,
prefill_deepseek_bs128_module_flexible,prefill,DeepSeekV3,128,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,16,1024,1024,1,16,1,16,2,1,1,False,8,none,0.0859375,7.59954833984375,6.54458999633789e-05,1355.40762643066,173492.176183124,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_7289354272,792,2,0.298916223420465,,,,
prefill_deepseek_bs1024_astra_space,prefill,DeepSeekV3,1024,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,16,1024,1024,2,1,1,1,1,1,2,False,64,none,2.228515625,5.61129379272461,0.000523567199707,110.762610346731,113420.912995053,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_ca33f7a472,6,1,10.1133525461468,,,,
prefill_deepseek_bs1024_expanded_parallel,prefill,DeepSeekV3,1024,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,64,1024,1024,1,16,1,16,1,1,1,False,16,none,0.6875,4.02340698242188,0.0002617835998535,165.956378719633,169939.331808905,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_480aeb633b,310,1,0.083921063597614,,,,
prefill_deepseek_bs1024_module_flexible,prefill,DeepSeekV3,1024,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,128,1024,1024,2,8,1,8,1,1,2,False,8,replace_only,0.6875,6.68087768554688,0.000523567199707,166.452358649657,170447.215257249,DeepSeekV3_stacked_gpu_wgmma_torus_mesh_switch_1_afab1983a2,654,1,0.000116336852840071,,,,
prefill_qwen_bs1_astra_space,prefill,Qwen3_235b_a22b,1,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,1,1024,1024,256,1,1,1,1,1,1,False,1,none,0.03125,1.91791892051697,7.0035457611084e-07,5148.53324096101,5148.53324096101,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_23672c13d0,1,1,,,,,
prefill_qwen_bs1_expanded_parallel,prefill,Qwen3_235b_a22b,1,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,1,1024,1024,64,2,1,2,1,2,1,False,1,none,0.015625,3.71659755706787,2.80141830444336e-06,12713.8872754913,12713.8872754913,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_d187391bc3,28,1,0.787186231344972,,,,
prefill_qwen_bs1_module_flexible,prefill,Qwen3_235b_a22b,1,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,1,1024,1024,64,2,1,2,1,2,1,False,1,replace_only,0.015625,3.71659755706787,2.80141830444336e-06,28473.7901283631,28473.7901283631,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_8a1c5fc1d9,56,1,0.193397553724295,,,,
prefill_qwen_bs4_astra_space,prefill,Qwen3_235b_a22b,4,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,2,1024,1024,64,1,1,1,1,1,2,False,2,none,0.03125,3.57314252853394,2.80141830444336e-06,4919.84694261524,19679.387770461,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_d9b1ab2545,6,1,1.42109496373113,,,,
prefill_qwen_bs4_expanded_parallel,prefill,Qwen3_235b_a22b,4,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,1,1024,1024,4,4,1,4,4,1,1,False,4,none,0.0078125,7.69549560546875,4.48226928710938e-05,10776.2634615823,43105.0538463291,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_80c60fde0f,219,1,0.31483437165124,,,,
prefill_qwen_bs4_module_flexible,prefill,Qwen3_235b_a22b,4,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,64,1,1,1,1,1,4,False,1,replace_only,0.03125,7.02128505706787,2.80141830444336e-06,17324.8923724489,69299.5694897957,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_0c7fcdd563,438,1,1.44586427633178,,,,
prefill_qwen_bs8_astra_space,prefill,Qwen3_235b_a22b,8,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,2,1024,1024,32,1,1,1,1,1,2,False,4,none,0.03125,3.62306976318359,5.60283660888672e-06,5438.06522864657,43504.5218291726,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_a689d554e5,9,1,0.267554330434294,,,,
prefill_qwen_bs8_expanded_parallel,prefill,Qwen3_235b_a22b,8,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,2,1024,1024,4,4,1,4,4,1,1,False,4,none,0.007843017578125,7.69549560546875,4.48226928710938e-05,10137.5747771311,81100.5982170486,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_b40fc85829,343,1,0.296230011369092,,,,
prefill_qwen_bs8_module_flexible,prefill,Qwen3_235b_a22b,8,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,2,1024,1024,16,1,1,1,2,1,2,False,4,replace_only,0.0313720703125,7.09770202636719,1.12056732177734e-05,12811.9488522216,102495.590817773,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_e62332d409,686,1,1.10021624777656,,,,
prefill_qwen_bs16_astra_space,prefill,Qwen3_235b_a22b,16,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,16,1,1,1,1,1,4,False,4,none,0.039306640625,7.09770202636719,1.12056732177734e-05,5024.1785374543,80386.8565992688,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_f5a792132c,12,1,4.68152519657801,,,,
prefill_qwen_bs16_expanded_parallel,prefill,Qwen3_235b_a22b,16,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,4,4,1,4,4,1,1,False,4,none,0.01568603515625,7.69549560546875,4.48226928710938e-05,8573.72411719742,137179.585875159,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_f57eec3dd3,467,1,0.250647279640903,,,,
prefill_qwen_bs16_module_flexible,prefill,Qwen3_235b_a22b,16,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,4,4,1,4,4,1,1,False,4,replace_only,0.01568603515625,7.69549560546875,4.48226928710938e-05,10206.0577544041,163296.924070465,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_769096573e,934,1,0.298225184129175,,,,
prefill_qwen_bs64_astra_space,prefill,Qwen3_235b_a22b,64,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,2,1024,1024,4,1,1,1,1,1,2,False,32,none,0.109619140625,3.60256195068359,4.48226928710938e-05,2344.59399390559,150054.015609958,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_8c49c7c4dd,18,1,5.81038055768004,,,,
prefill_qwen_bs64_expanded_parallel,prefill,Qwen3_235b_a22b,64,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,2,4,1,4,2,1,1,False,16,none,0.0548095703125,3.90438842773438,8.96453857421875e-05,2881.48850089665,184415.264057386,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_80a71286a1,653,1,0.186946607633198,,,,
prefill_qwen_bs64_module_flexible,prefill,Qwen3_235b_a22b,64,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,16,1024,1024,4,4,1,4,1,1,4,False,4,replace_only,0.062744140625,7.69549560546875,4.48226928710938e-05,2973.54138371529,190306.648557779,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_755da72358,1306,1,0.0641012955183262,,,,
prefill_qwen_bs128_astra_space,prefill,Qwen3_235b_a22b,128,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,8,1024,1024,4,1,1,1,1,1,4,False,16,none,0.21923828125,7.08012390136719,8.96453857421875e-05,1393.02673482399,178307.422057471,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_5afa31f6b5,20,1,0.00358419461771176,,,,
prefill_qwen_bs128_expanded_parallel,prefill,Qwen3_235b_a22b,128,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,1,4,1,4,2,1,1,False,32,none,0.1016845703125,3.90145874023438,0.0001792907714843,1572.00428324121,201216.548254875,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_96bfdd1ec8,683,1,0.199134024835923,,,,
prefill_qwen_bs128_module_flexible,prefill,Qwen3_235b_a22b,128,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,4,1024,1024,1,4,1,4,2,1,1,False,32,none,0.1016845703125,3.90145874023438,0.0001792907714843,1572.00428324121,201216.548254875,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_96bfdd1ec8,1366,2,0.199134024835923,,,,
prefill_qwen_bs1024_astra_space,prefill,Qwen3_235b_a22b,1024,astra_space,1,stacked_gpu_wgmma,torus_mesh_switch_1,32,1024,1024,4,1,1,1,1,1,2,False,32,none,1.75390625,3.60256195068359,0.0007171630859375,185.541674329435,189994.674513341,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_4af2b68f1f,12,1,11.0955783529993,,,,
prefill_qwen_bs1024_expanded_parallel,prefill,Qwen3_235b_a22b,1024,expanded_parallel,2,stacked_gpu_wgmma,torus_mesh_switch_1,64,1024,1024,1,1,1,1,1,1,16,True,16,none,1.5634765625,1.86834716796875,0.0007171630859375,203.831879728749,208723.844842239,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_c5871e459d,450,1,0.000524466230500398,,,,
prefill_qwen_bs1024_module_flexible,prefill,Qwen3_235b_a22b,1024,module_flexible,3,stacked_gpu_wgmma,torus_mesh_switch_1,64,1024,1024,1,1,1,1,1,1,16,True,16,none,1.5634765625,1.86834716796875,0.0007171630859375,203.831879728749,208723.844842239,Qwen3_235b_a22b_stacked_gpu_wgmma_torus_mesh_switch_1_c5871e459d,943,2,0.000524466230500398,,,,
